"scenario","seed","status","duration_s","pullin_time_s","doppler_rms_hz","doppler_p95_hz","rate_p95_hz_s","code_phase_p95_chips","cn0_bias_db","cn0_rmse_db","cn0_valid_ratio","fallback_to_pullin_count","transition_divergence_count"
"dynamic_aided_7db_rate0","20260716","PASS","240.0","","1.3962409782130196","2.4705204","0.06014199","0.07794803","-1.195811263580247","1.8083965047788402","1.0","0","0"
"dynamic_aided_7db_rate1p0","20260716","FAIL","240.0","","119.81937814173871","142.60943815","1.5573309","10.50542837","-12.058078208157895","12.4324564087075","0.4691358024691358","0","0"
"dynamic_unaided_10db_rate0","20260716","PASS","240.0","","4.322459841247239","6.15752452","0.2693091","0.07823325","-0.7795221639506174","1.7038448189572728","1.0","0","0"
"dynamic_unaided_10db_rate0p25","20260716","PASS","240.0","","2.1701033087752055","4.01330398","0.35476757","0.07316293","-0.3993209919753086","1.4869316393593452","1.0","0","0"
"dynamic_unaided_30db_rate1p0","20260716","PASS","240.0","","0.08216331102980312","0.12262425","0.27865743","0.01121133","-0.4598314393827161","0.47946469224837046","1.0","0","0"
