scenario,time_s,frame_id,event,from_state,to_state,command_id
pullin_24db_fm62p5_cp0p3,0.56000000,28,SyncReady,PullIn,PullIn,28
pullin_24db_fm62p5_cp0p3,4.92000000,246,StateRequested,PullIn,Lock,247
pullin_24db_fm62p5_cp0p3,4.94000000,247,StateCommitted,PullIn,Lock,247
pullin_24db_fm62p5_cp0p3,4.94000000,247,TrackingReady,PullIn,Lock,247
pullin_24db_fm62p5_cp0p3,6.70000000,335,StateRequested,Lock,Strong,336
pullin_24db_fm62p5_cp0p3,6.72000000,336,StateCommitted,Lock,Strong,336
pullin_24db_fm62p5_cp0p3,13.90000000,695,StateRequested,Strong,LongFast,696
pullin_24db_fm62p5_cp0p3,13.92000000,696,StateCommitted,Strong,LongFast,696
pullin_24db_fm62p5_cp0p3,17.10000000,855,StateRequested,LongFast,LongLock,856
pullin_24db_fm62p5_cp0p3,17.12000000,856,StateCommitted,LongFast,LongLock,856
pullin_24db_fm62p5_cp0p3,20.30000000,1015,StateRequested,LongLock,Medium,1016
pullin_24db_fm62p5_cp0p3,20.32000000,1016,StateCommitted,LongLock,Medium,1016
pullin_24db_fp0_cp0p3,0.56000000,28,SyncReady,PullIn,PullIn,28
pullin_24db_fp0_cp0p3,2.60000000,130,StateRequested,PullIn,Lock,131
pullin_24db_fp0_cp0p3,2.62000000,131,StateCommitted,PullIn,Lock,131
pullin_24db_fp0_cp0p3,2.62000000,131,TrackingReady,PullIn,Lock,131
pullin_24db_fp0_cp0p3,4.28000000,214,StateRequested,Lock,Strong,215
pullin_24db_fp0_cp0p3,4.30000000,215,StateCommitted,Lock,Strong,215
pullin_24db_fp0_cp0p3,11.58000000,579,StateRequested,Strong,LongFast,580
pullin_24db_fp0_cp0p3,11.60000000,580,StateCommitted,Strong,LongFast,580
pullin_24db_fp0_cp0p3,14.78000000,739,StateRequested,LongFast,LongLock,740
pullin_24db_fp0_cp0p3,14.80000000,740,StateCommitted,LongFast,LongLock,740
pullin_24db_fp0_cp0p3,17.98000000,899,StateRequested,LongLock,Medium,900
pullin_24db_fp0_cp0p3,18.00000000,900,StateCommitted,LongLock,Medium,900
pullin_24db_fp62p5_cm0p3,0.56000000,28,SyncReady,PullIn,PullIn,28
pullin_24db_fp62p5_cm0p3,2.82000000,141,StateRequested,PullIn,Lock,142
pullin_24db_fp62p5_cm0p3,2.84000000,142,StateCommitted,PullIn,Lock,142
pullin_24db_fp62p5_cm0p3,2.84000000,142,TrackingReady,PullIn,Lock,142
