scenario,time_s,frame_id,state,state_pending,frame_valid,cn0_valid,cn0_method,cn0_window_blocks,cn0_db_hz,cn0_fast_valid,cn0_fast_db_hz,cn0_control_valid,cn0_control_db_hz,pli,fll_locked,dll_locked,fll_latest_hz,fll_mean_hz,fll_se_hz,dll_mean_chips,doppler_hz,tracked_code_phase_chips,coherent_ms,noncoherent_blocks,carrier_obs_ms,carrier_update_ms,dll_obs_ms,dll_update_ms,use_phase,use_frequency,carrier_rate_hz_s,kf_rate_noise_hz2_s3,kf_health_valid,kf_freq_sigma_hz,kf_rate_sigma_hz_s,kf_freq_nis,kf_freq_accept_ratio,truth_doppler_hz,doppler_error_hz,truth_doppler_rate_hz_s,rate_error_hz_s,truth_code_phase_chips,code_phase_error_chips,truth_cn0_db_hz
pullin_24db_fm62p5_cp0p3,0.02000000,1,PullIn,0,1,0,M2M4,1000,0.00000000,0,0.00000000,0,0.00000000,0.25700561,0,1,0.00000000,0.00000000,0.00000000,0.02075595,4562.50000000,200.41959371,1.00000000,20.00000000,100.00000000,20.00000000,20.00000000,20.00000000,0,1,0.00000000,0.00000100,0,100.00000060,0.50000002,1.00000000,1.00000000,4500.00092360,62.49907640,0.04618032,-0.04618032,200.11795545,0.30163826,24.00000000
pullin_24db_fm62p5_cp0p3,1.00000000,50,PullIn,0,1,0,M2M4,1000,0.00000000,0,0.00000000,0,0.00000000,0.11173909,0,1,15.27732721,2.94020563,4.89455654,-0.02483894,4490.41855730,205.86455881,1.00000000,20.00000000,100.00000000,20.00000000,20.00000000,20.00000000,0,1,0.08181685,0.00000092,1,2.56790236,0.49930535,2.11032752,1.00000000,4500.04617798,-9.62762068,0.04616406,0.03565279,205.89780222,-0.03324340,24.00000000
pullin_24db_fm62p5_cp0p3,2.00000000,100,PullIn,0,1,1,M2M4,1000,20.72713605,0,0.00000000,0,0.00000000,0.04138308,0,1,16.44664093,4.85575885,2.44997174,0.00045798,4491.28010138,211.68451828,1.00000000,20.00000000,100.00000000,20.00000000,20.00000000,20.00000000,0,1,0.11607968,0.00000084,1,2.53384355,0.49816336,0.80816102,1.00000000,4500.09230423,-8.81220285,0.04607652,0.07000316,211.79566493,-0.11114664,24.00000000
pullin_24db_fm62p5_cp0p3,3.00000000,150,PullIn,0,1,1,M2M4,1000,23.72886072,0,0.00000000,0,0.00000000,0.02670618,0,1,5.46286677,7.08410597,1.63143161,0.00914845,4494.73712957,217.65675943,1.00000000,20.00000000,100.00000000,20.00000000,20.00000000,20.00000000,0,1,0.33181056,0.00000077,1,2.12744985,0.48468496,0.57089074,1.00000000,4500.13830723,-5.40117766,0.04591762,0.28589294,217.69358802,-0.03682858,24.00000000
pullin_24db_fm62p5_cp0p3,4.00000000,200,PullIn,0,1,1,M2M4,1000,24.46240943,0,0.00000000,0,0.00000000,0.02161135,0,1,10.37742191,5.49793828,0.98977354,0.00923997,4497.79215827,223.63510002,1.00000000,20.00000000,100.00000000,20.00000000,20.00000000,20.00000000,0,1,0.58626763,0.00000071,1,1.75172015,0.45945804,0.35692099,1.00000000,4500.18411585,-2.39195758,0.04568784,0.54057978,223.59157128,0.04352873,24.00000000
pullin_24db_fm62p5_cp0p3,5.00000000,250,Lock,0,1,0,NWPR,1500,0.00000000,0,0.00000000,0,0.00000000,0.98588433,0,1,-5.76460340,-0.39616049,2.72844227,0.07698623,4500.96237345,229.49952117,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,0,1,0.92821523,0.00000065,0,1.38391112,0.48317695,1.00840412,1.00000000,4500.22965952,0.73271393,0.04538788,0.88282735,229.48961442,0.00990676,24.00000000
pullin_24db_fm62p5_cp0p3,6.00000000,300,Lock,0,1,0,NWPR,1500,0.00000000,1,22.63222280,1,22.88192870,0.30551281,1,1,-8.59166516,-0.76358767,0.60767015,0.00772537,4500.11091180,235.36567653,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,0,1,0.59112684,0.00000060,1,0.53224376,0.43113246,1.51872461,1.00000000,4500.27486850,-0.16395669,0.04501860,0.54610824,235.38771703,-0.02204050,24.00000000
pullin_24db_fm62p5_cp0p3,7.00000000,350,Strong,0,1,0,NWPR,200,0.00000000,1,24.11297028,1,23.27247467,0.54711053,1,1,-0.56446477,-0.17847779,1.11541381,0.03175553,4500.34943506,241.23677099,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,1,1,0.44130747,0.00000055,0,0.18459040,0.22529376,1.00000000,1.00000000,4500.31967397,0.02976108,0.04458108,0.39672640,241.28587864,-0.04910765,24.00000000
pullin_24db_fm62p5_cp0p3,8.00000000,400,Strong,0,1,0,NWPR,200,0.00000000,1,24.17220088,1,22.84394866,0.60067687,1,1,-7.33406111,-0.11288019,0.52130567,0.01832602,4500.46647782,247.10957391,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,1,1,0.20248911,0.00000051,0,0.06806532,0.09915770,1.00000000,1.00000000,4500.36400832,0.10246950,0.04407656,0.15841255,247.18409867,-0.07452476,24.00000000
pullin_24db_fm62p5_cp0p3,9.00000000,450,Strong,0,1,1,NWPR,200,23.12575981,1,22.49243260,1,23.11343350,0.55070865,1,1,-5.31015747,-0.10892673,0.38657571,0.04040585,4500.40557583,252.99660279,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,1,1,0.04505607,0.00000047,0,0.03922014,0.03639257,1.00000000,1.00000000,4500.40780525,-0.00222941,0.04350650,0.00154957,253.08237646,-0.08577367,24.00000000
