time_s,state,frame_valid,truth_cn0_db_hz,estimated_cn0_valid,estimated_cn0_db_hz,fll_locked,dll_locked,doppler_error_hz,code_phase_error_chips
62.00000000,Track,1,40.00000000,1,39.48188043,1,1,0.01052253,0.00217856
63.00000000,Track,1,40.00000000,1,39.38323771,1,1,0.01843553,0.00199678
64.00000000,Track,1,40.00000000,1,39.31517245,1,1,0.01757038,0.00200459
65.00000000,Track,1,40.00000000,1,39.45102578,1,1,-0.04748122,0.00223625
66.00000000,Track,1,40.00000000,1,39.46125514,1,1,0.03937250,0.00093829
67.00000000,Track,1,40.00000000,1,39.55206311,1,1,-0.10263703,0.00069377
68.00000000,Track,1,40.00000000,1,39.53022573,1,1,0.00996670,0.00069501
69.00000000,Track,1,40.00000000,1,39.41312511,1,1,-0.06801500,0.00153854
70.00000000,Track,1,40.00000000,1,39.37226271,1,1,-0.07065134,0.00224587
71.00000000,Track,1,40.00000000,1,39.41041002,1,1,0.03239127,0.00137413
72.00000000,Track,1,40.00000000,1,39.47032926,1,1,-0.04948179,0.00111717
73.00000000,Track,1,40.00000000,1,39.52944196,1,1,0.02905140,0.00143156
74.00000000,Track,1,40.00000000,1,39.64562799,1,1,-0.01757029,-0.00011505
75.00000000,Track,1,40.00000000,1,39.66944021,1,1,-0.00704751,0.00049720
76.00000000,Track,1,40.00000000,1,39.70037972,1,1,0.02607652,-0.00014751
77.00000000,Track,1,40.00000000,1,39.66836320,1,1,-0.03843725,-0.00041385
78.00000000,Track,1,40.00000000,1,39.74075723,1,1,0.01261958,-0.00252384
79.00000000,Track,1,40.00000000,1,39.65457918,1,1,-0.00129945,-0.00179502
80.00000000,Track,1,40.00000000,1,39.52021529,1,1,-0.03569011,-0.00012642
81.00000000,Track,1,40.00000000,1,39.54367404,1,1,0.02979588,0.00114998
82.00000000,Track,1,40.00000000,1,39.48161130,1,1,0.00488684,0.00282471
83.00000000,Track,1,40.00000000,1,39.49937292,1,1,-0.01135711,0.00166824
84.00000000,Track,1,40.00000000,1,39.62224346,1,1,0.04249265,0.00317191
85.00000000,Track,1,40.00000000,1,39.71081324,1,1,-0.00231545,0.00355245
86.00000000,Track,1,40.00000000,1,39.67141812,1,1,0.03799425,0.00445383
87.00000000,Track,1,40.00000000,1,39.65932702,1,1,-0.08611619,0.00363679
88.00000000,Track,1,40.00000000,1,39.55220448,1,1,-0.04879976,0.00033373
89.00000000,Track,1,40.00000000,1,39.55411055,1,1,-0.04941704,0.00140731
90.00000000,Track,1,40.00000000,1,39.67605021,1,1,0.02948375,-0.00108908
