time_s,state,frame_valid,cn0_valid,cn0_method,cn0_db_hz,pli,fll_locked,dll_locked,doppler_hz,truth_doppler_hz,doppler_error_hz,tracked_code_phase_chips,truth_code_phase_chips,code_phase_error_chips,truth_cn0_db_hz
0.02000000,Deep,1,0,NWPR,0.00000000,1.00000000,0,0,4499.90030000,4500.00092360,-0.10062360,200.16795282,200.11795545,0.04999737,3.00000000
1.00000000,Deep,1,0,NWPR,0.00000000,0.41323483,0,1,4499.67350795,4500.04616798,-0.37266003,205.94760683,205.89780221,0.04980461,3.00000000
2.00000000,Deep,1,0,NWPR,0.00000000,0.38636427,0,1,4499.56554773,4500.09226423,-0.52671650,211.84543921,211.79566489,0.04977432,3.00000000
3.00000000,Deep,1,0,NWPR,0.00000000,0.24922463,1,1,4499.70916921,4500.13821723,-0.42904802,217.73826651,217.69358790,0.04467861,3.00000000
4.00000000,Deep,1,0,NWPR,0.00000000,0.17939059,1,1,4499.67447022,4500.18395585,-0.50948562,223.64068884,223.59157100,0.04911784,3.00000000
5.00000000,Deep,1,0,NWPR,0.00000000,0.34060696,1,1,4499.69493794,4500.22940952,-0.53447158,229.53265267,229.48961387,0.04303880,3.00000000
6.00000000,Deep,1,0,NWPR,0.00000000,0.23094549,1,1,4499.44617923,4500.27450850,-0.82832927,235.42219341,235.38771609,0.03447733,3.00000000
7.00000000,Deep,1,0,NWPR,0.00000000,0.06552574,1,1,4499.46294057,4500.31918397,-0.85624341,241.31480045,241.28587714,0.02892330,3.00000000
8.00000000,Deep,1,0,NWPR,0.00000000,0.24115204,1,1,4499.22239788,4500.36336832,-1.14097044,247.20720761,247.18409644,0.02311118,3.00000000
9.00000000,Deep,1,0,NWPR,0.00000000,0.12688247,1,1,4499.46918596,4500.40699525,-0.93780928,253.10720758,253.08237328,0.02483431,3.00000000
10.00000000,Deep,1,0,NWPR,0.00000000,0.17878545,1,1,4499.28182672,4500.45000000,-1.16817328,259.00062111,258.98070690,0.01991421,3.00000000
11.00000000,Deep,1,1,NWPR,-11.35289122,0.13604630,1,1,4499.70388433,4500.49231952,-0.78843519,264.90486074,264.87909644,0.02576430,3.00000000
12.00000000,Deep,1,1,NWPR,-5.78435155,0.21195770,1,1,4499.64972930,4500.53389263,-0.88416333,270.81305277,270.77754096,0.03551181,3.00000000
13.00000000,Deep,1,1,NWPR,-5.71471535,0.19764302,1,1,4499.61905106,4500.57466020,-0.95560914,276.70688304,276.67603945,0.03084359,3.00000000
14.00000000,Deep,1,0,NWPR,-6.84169743,0.04292000,1,1,4499.83083098,4500.61456530,-0.78373433,282.60472306,282.57459081,0.03013225,3.00000000
15.00000000,Deep,1,0,NWPR,-6.84169743,0.19125771,1,1,4499.83387723,4500.65355339,-0.81967616,288.50915227,288.47319387,0.03595839,3.00000000
16.00000000,Deep,1,0,NWPR,-6.84169743,0.29254609,1,1,4500.13265890,4500.69157241,-0.55891352,294.40182751,294.37184740,0.02998011,3.00000000
17.00000000,Deep,1,0,NWPR,-6.84169743,0.28851988,1,1,4500.09043741,4500.72857298,-0.63813557,300.29963105,300.27055010,0.02908095,3.00000000
18.00000000,Deep,1,0,NWPR,-6.84169743,0.37184827,1,1,4499.59452239,4500.76450850,-1.16998611,306.18830925,306.16930060,0.01900864,3.00000000
19.00000000,Deep,1,0,NWPR,-6.84169743,0.25045866,1,1,4499.72966888,4500.79933528,-1.06966640,312.08625534,312.06809748,0.01815786,3.00000000
20.00000000,Deep,1,0,NWPR,-6.84169743,0.13894078,1,1,4499.13177048,4500.83301270,-1.70124222,317.97659864,317.96693925,0.00965938,3.00000000
21.00000000,Deep,1,0,NWPR,-6.84169743,0.37137600,1,1,4498.79136714,4500.86550326,-2.07413612,323.87110877,323.86582439,0.00528438,3.00000000
22.00000000,Deep,1,0,NWPR,-6.84169743,0.07003191,1,1,4498.90891257,4500.89677273,-1.98786016,329.77322795,329.76475131,0.00847664,3.00000000
23.00000000,Deep,1,0,NWPR,-6.84169743,0.10342080,1,1,4498.88349559,4500.92679021,-2.04329462,335.66488161,335.66371839,0.00116322,3.00000000
24.00000000,Deep,1,0,NWPR,-6.84169743,0.32749074,1,1,4499.36893817,4500.95552826,-1.58659009,341.56314359,341.56272399,0.00041960,3.00000000
25.00000000,Deep,1,0,NWPR,-6.84169743,0.06185826,1,1,4499.48181463,4500.98296291,-1.50114828,347.45685655,347.46176639,-0.00490984,3.00000000
