scenario,time_s,frame_id,state,state_pending,frame_valid,cn0_valid,cn0_method,cn0_window_blocks,cn0_db_hz,cn0_fast_valid,cn0_fast_db_hz,pli,fll_locked,dll_locked,fll_latest_hz,fll_mean_hz,fll_se_hz,dll_mean_chips,doppler_hz,tracked_code_phase_chips,coherent_ms,noncoherent_blocks,carrier_obs_ms,carrier_update_ms,dll_obs_ms,dll_update_ms,use_phase,use_frequency,carrier_rate_hz_s,kf_rate_noise_hz2_s3,kf_health_valid,kf_freq_sigma_hz,kf_rate_sigma_hz_s,kf_freq_nis,kf_freq_accept_ratio,truth_doppler_hz,doppler_error_hz,truth_doppler_rate_hz_s,rate_error_hz_s,truth_code_phase_chips,code_phase_error_chips,truth_cn0_db_hz
pullin_22db_fm62p5_cp0p30,10.00000000,500,Lock,0,1,1,NWPR,200,21.49440397,1,19.54471603,0.15026914,1,1,-5.00677087,-0.20328704,0.47262833,0.01749050,4500.86426622,229.21887721,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,0,1,0.13903598,0.00000043,1,0.44908887,0.16641417,2.16031500,1.00000000,4500.45100000,0.41326622,0.04287249,0.09616349,229.22226149,-0.00338428,22.00000000
pullin_22db_fm62p5_cp0p30,11.00000000,550,LongFast,0,1,1,NWPR,200,21.65849068,1,22.67880740,0.30268812,1,1,0.75005141,0.95684082,0.20678941,-0.03026522,4500.81248291,232.11497147,20.00000000,8.00000000,160.00000000,160.00000000,160.00000000,160.00000000,0,1,0.09256402,0.00000040,0,0.51626434,0.14846944,0.73612078,1.00000000,4500.49352952,0.31895339,0.04217634,0.05038768,232.14464612,-0.02967465,22.00000000
pullin_22db_fm62p5_cp0p30,12.00000000,600,LongFast,0,1,1,NWPR,200,21.87245936,1,22.34024608,0.02963462,1,1,1.80695770,0.29912791,0.58458507,0.00318700,4500.91096379,235.01773740,20.00000000,8.00000000,160.00000000,160.00000000,160.00000000,160.00000000,0,1,0.09373879,0.00000037,1,0.62813910,0.14350584,0.37378231,1.00000000,4500.53533263,0.37563116,0.04142002,0.05231878,235.06705813,-0.04932073,22.00000000
pullin_22db_fm62p5_cp0p30,13.00000000,650,LongFast,0,1,1,NWPR,200,21.87081050,1,19.45075557,0.15642189,1,1,-0.65919866,-0.39288584,0.59914552,-0.00071228,4500.84294971,237.96668319,20.00000000,8.00000000,160.00000000,160.00000000,160.00000000,160.00000000,0,1,0.06510346,0.00000035,1,0.72268797,0.13652575,0.32728366,1.00000000,4500.57635020,0.26659951,0.04060563,0.02449782,237.98949703,-0.02281384,22.00000000
pullin_22db_fm62p5_cp0p30,14.00000000,700,LongLock,0,1,1,NWPR,200,21.87734687,1,22.56834660,0.08952081,0,0,-11.70353419,0.00000000,0.00000000,0.00000000,4500.70829556,240.89431405,20.00000000,8.00000000,160.00000000,160.00000000,160.00000000,160.00000000,0,1,0.03423848,0.00000033,0,0.79606211,0.12807669,1.00000000,1.00000000,4500.61652530,0.09177026,0.03973549,-0.00549700,240.91196229,-0.01764825,22.00000000
pullin_22db_fm62p5_cp0p30,15.00000000,750,LongLock,0,1,1,NWPR,200,21.92364695,1,21.79852442,0.34208718,1,1,0.87831340,1.12606219,1.04280944,0.01264650,4500.94881655,243.85346925,20.00000000,8.00000000,160.00000000,160.00000000,160.00000000,160.00000000,0,1,0.06182580,0.00000030,0,0.84419964,0.11828341,0.51791589,1.00000000,4500.65580339,0.29301316,0.03881201,0.02301379,243.83445336,0.01901589,22.00000000
pullin_22db_fm62p5_cp0p30,16.00000000,800,LongLock,0,1,1,NWPR,200,21.91628786,1,19.89538553,0.19634532,1,1,-1.29948296,-0.08544029,0.77030349,0.00331825,4500.75663723,246.77354662,20.00000000,8.00000000,160.00000000,160.00000000,160.00000000,160.00000000,0,1,0.03155611,0.00000028,1,0.87355485,0.10843929,0.36980790,1.00000000,4500.69413241,0.06250482,0.03783780,-0.00628169,246.75696963,0.01657700,22.00000000
pullin_22db_fm62p5_cp0p30,17.00000000,850,LongLock,0,1,1,NWPR,200,21.92900399,1,22.75285985,0.44273498,1,1,-0.43272333,0.13701824,0.56969331,-0.00330760,4500.90928024,249.66542820,20.00000000,8.00000000,160.00000000,160.00000000,160.00000000,160.00000000,0,1,0.04451998,0.00000027,1,0.88830021,0.09903145,0.21245332,1.00000000,4500.73146298,0.17781726,0.03681557,0.00770441,249.67951046,-0.01408226,22.00000000
pullin_22db_fm62p5_cp0p30,18.00000000,900,Medium,0,1,1,NWPR,200,21.97466192,1,22.85212779,0.54650382,0,0,-0.57853271,0.00000000,0.00000000,0.00000000,4500.71572611,252.60212287,20.00000000,16.00000000,320.00000000,320.00000000,320.00000000,320.00000000,0,1,0.02136464,0.00000025,0,0.90651101,0.09166648,1.00000000,1.00000000,4500.76774850,-0.05202239,0.03574818,-0.01438354,252.60207520,0.00004768,22.00000000
pullin_22db_fm62p5_cp0p30,19.00000000,950,Medium,0,1,1,NWPR,200,21.91475671,1,22.54574230,0.49618386,1,1,-0.30397229,-0.09141613,0.17314153,-0.00614442,4500.81180501,255.53489020,20.00000000,16.00000000,320.00000000,320.00000000,320.00000000,320.00000000,0,1,0.02730212,0.00000024,0,0.21440542,0.02923323,0.53584846,1.00000000,4500.80294528,0.00885972,0.03463862,-0.00733650,255.52466314,0.01022705,22.00000000
pullin_22db_fm62p5_cp0p30,20.00000000,1000,Medium,0,1,1,NWPR,200,21.88721773,1,22.94273114,0.54285401,1,1,0.52995841,0.02941341,0.13093885,-0.02120373,4500.94511644,258.46022866,20.00000000,16.00000000,320.00000000,320.00000000,320.00000000,320.00000000,0,1,0.03690770,0.00000022,0,0.17484790,0.02550932,0.58394518,1.00000000,4500.83701270,0.10810374,0.03348997,0.00341773,258.44727358,0.01295508,22.00000000
pullin_22db_fm62p5_cp0p30,21.00000000,1050,Medium,0,1,1,NWPR,200,21.85085990,1,20.23903146,0.59767669,1,1,0.01623504,0.01299620,0.09025978,-0.01895365,4500.96897032,261.39004165,20.00000000,16.00000000,320.00000000,320.00000000,320.00000000,320.00000000,0,1,0.03574398,0.00000021,1,0.16032710,0.02352827,0.23224314,1.00000000,4500.86991326,0.09905705,0.03230544,0.00343854,261.36990576,0.02013589,22.00000000
pullin_22db_fm62p5_cp0p30,22.00000000,1100,Medium,0,1,1,NWPR,200,21.67408108,1,22.76934570,0.58879943,1,1,0.00000000,-0.01649852,0.07189143,-0.01572012,4500.94612913,264.32061680,20.00000000,16.00000000,320.00000000,320.00000000,320.00000000,320.00000000,0,1,0.03061725,0.00000020,1,0.14482570,0.02158779,0.15682398,1.00000000,4500.90161273,0.04451640,0.03108834,-0.00047109,264.29255892,0.02805788,22.00000000
pullin_22db_fm62p5_cp0p30,23.00000000,1150,Medium,0,1,1,NWPR,200,21.48816083,1,23.13036474,0.62166764,1,1,0.00000000,-0.02502405,0.05896138,-0.01579700,4500.95377895,267.25126222,20.00000000,16.00000000,320.00000000,320.00000000,320.00000000,320.00000000,0,1,0.02856556,0.00000019,1,0.14169952,0.02040370,0.09756065,1.00000000,4500.93208021,0.02169873,0.02984205,-0.00127650,267.21523227,0.03602995,22.00000000
pullin_22db_fm62p5_cp0p30,24.00000000,1200,Medium,0,1,1,NWPR,200,21.36704935,1,22.83262400,0.70181167,1,1,-0.26728605,-0.02388260,0.05219149,-0.01970345,4500.96692896,270.17242452,20.00000000,16.00000000,320.00000000,320.00000000,320.00000000,320.00000000,0,1,0.02713764,0.00000018,1,0.13913637,0.01925635,0.15827619,1.00000000,4500.96128826,0.00564071,0.02857005,-0.00143241,270.13792499,0.03449953,22.00000000
pullin_22db_fm62p5_cp0p30,25.00000000,1250,Medium,0,1,1,NWPR,200,21.45688776,1,21.61875147,0.74963572,1,1,0.10665553,-0.01049771,0.04626066,-0.02025550,4501.01451314,273.09668772,20.00000000,16.00000000,320.00000000,320.00000000,320.00000000,320.00000000,0,1,0.02891968,0.00000018,1,0.13603716,0.01812489,0.10715051,1.00000000,4500.98921291,0.02530023,0.02727587,0.00164381,273.06063626,0.03605146,22.00000000
pullin_22db_fm62p5_cp0p30,26.00000000,1300,Medium,0,1,1,NWPR,200,21.57007911,1,22.67474140,0.67816511,1,1,0.14114810,-0.00980935,0.04777407,-0.02441411,4501.05477193,276.01116691,20.00000000,16.00000000,320.00000000,320.00000000,320.00000000,320.00000000,0,1,0.02992513,0.00000017,1,0.13482261,0.01715608,0.29423658,1.00000000,4501.01583380,0.03893813,0.02596312,0.00396201,275.98336524,0.02780166,22.00000000
pullin_22db_fm62p5_cp0p30,27.00000000,1350,Medium,0,1,1,NWPR,200,21.67818660,1,21.52064931,0.69547778,1,1,-0.27504431,-0.01917943,0.04208388,-0.02658965,4501.06155829,278.93120617,20.00000000,16.00000000,320.00000000,320.00000000,320.00000000,320.00000000,0,1,0.02802423,0.00000016,1,0.12955328,0.01601697,0.16555087,1.00000000,4501.04113417,0.02042412,0.02463544,0.00338879,278.90611108,0.02509509,22.00000000
pullin_22db_fm62p5_cp0p30,28.00000000,1400,Medium,0,1,1,NWPR,200,21.62185629,1,20.33025416,0.71705824,1,1,0.18289524,-0.01217299,0.03954659,-0.02381215,4501.10845437,281.85199015,20.00000000,16.00000000,320.00000000,320.00000000,320.00000000,320.00000000,0,1,0.02948726,0.00000016,1,0.12737396,0.01512893,0.15915218,1.00000000,4501.06510095,0.04335342,0.02329655,0.00619072,281.82887292,0.02311723,22.00000000
pullin_22db_fm62p5_cp0p30,29.00000000,1450,Medium,0,1,1,NWPR,200,21.51706051,1,20.88652089,0.58551842,1,1,-3.94649961,-0.13911990,0.11816544,-0.02488207,4501.09706354,284.77236803,20.00000000,16.00000000,320.00000000,320.00000000,320.00000000,320.00000000,0,1,0.02645467,0.00000015,1,0.13210476,0.01465675,14.25431719,0.72614904,4501.08772477,0.00933877,0.02195015,0.00450452,284.75164988,0.02071815,22.00000000
pullin_22db_fm62p5_cp0p30,30.00000000,1500,Medium,0,1,1,NWPR,200,21.41032906,1,21.30591685,0.66570004,1,1,-0.25597575,-0.14075637,0.10959055,-0.02638680,4501.07252578,287.68718942,20.00000000,16.00000000,320.00000000,320.00000000,320.00000000,320.00000000,0,1,0.02278719,0.00000015,1,0.12870521,0.01380770,5.77962729,0.89514441,4501.10900000,-0.03647422,0.02060000,0.00218719,287.67444110,0.01274832,22.00000000
pullin_22db_fm62p5_cp0p30,31.00000000,1550,Medium,0,1,1,NWPR,200,21.22777406,1,19.14231325,0.70898816,1,1,-0.29375967,-0.12772147,0.10233157,-0.02408590,4501.10397457,290.61085028,20.00000000,16.00000000,320.00000000,320.00000000,320.00000000,320.00000000,0,1,0.02336108,0.00000014,1,0.12485100,0.01302045,2.45001258,0.95985154,4501.12892477,-0.02495020,0.01924985,0.00411123,290.59724570,0.01360459,22.00000000
pullin_22db_fm62p5_cp0p30,32.00000000,1600,Medium,0,1,1,NWPR,200,21.33449393,1,21.38184807,0.73370231,1,1,0.25358688,-0.12053729,0.09603518,-0.02243481,4501.12561880,293.53469138,20.00000000,16.00000000,320.00000000,320.00000000,320.00000000,320.00000000,0,1,0.02326363,0.00000014,1,0.12570574,0.01250698,1.06979217,0.98462744,4501.14750095,-0.02188215,0.01790345,0.00536018,293.52006279,0.01462859,22.00000000
pullin_22db_fm62p5_cp0p30,33.00000000,1650,Medium,0,1,1,NWPR,200,21.40661684,1,22.19185790,0.60898904,1,1,0.10976145,-0.11207843,0.09005963,-0.02136164,4501.14696310,296.45713248,20.00000000,16.00000000,320.00000000,320.00000000,320.00000000,320.00000000,0,1,0.02314480,0.00000013,1,0.12603941,0.01200968,0.44218989,0.99411396,4501.16473417,-0.01777107,0.01656456,0.00658024,296.44289151,0.01424097,22.00000000
pullin_22db_fm62p5_cp0p30,34.00000000,1700,Medium,0,1,1,NWPR,200,21.56217961,1,19.71768934,0.67877292,1,1,-0.09957086,-0.10734514,0.08465915,-0.02112939,4501.16557584,299.37798384,20.00000000,16.00000000,320.00000000,320.00000000,320.00000000,320.00000000,0,1,0.02287276,0.00000013,1,0.12899775,0.01165375,0.17663235,0.99774628,4501.18063380,-0.01505796,0.01523688,0.00763588,299.36573099,0.01225285,22.00000000
pullin_22db_fm62p5_cp0p30,35.00000000,1750,Medium,0,1,1,NWPR,200,21.73415146,1,19.93555983,0.67484750,1,1,0.14259559,-0.10680997,0.07861418,-0.01861391,4501.15352878,302.30370439,20.00000000,16.00000000,320.00000000,320.00000000,320.00000000,320.00000000,0,1,0.02087556,0.00000013,1,0.12104386,0.01091239,0.19799846,0.99937338,4501.19521291,-0.04168414,0.01392413,0.00695143,302.28858036,0.01512403,22.00000000
pullin_22db_fm62p5_cp0p30,36.00000000,1800,Medium,0,1,1,NWPR,200,21.68450328,1,20.17159493,0.65554334,1,1,0.19903437,-0.10359691,0.07476936,-0.01623163,4501.16594367,305.23239870,20.00000000,16.00000000,320.00000000,320.00000000,320.00000000,320.00000000,0,1,0.02041884,0.00000012,1,0.11948109,0.01046702,0.19483784,0.99976007,4501.20848826,-0.04254459,0.01262995,0.00778889,305.21143877,0.02095992,22.00000000
pullin_22db_fm62p5_cp0p30,37.00000000,1850,Medium,0,1,1,NWPR,200,21.42501188,1,21.15657580,0.63724915,1,1,0.14186827,-0.09818271,0.07135010,-0.01601321,4501.19561035,308.15943269,20.00000000,16.00000000,320.00000000,320.00000000,320.00000000,320.00000000,0,1,0.02091252,0.00000012,1,0.11641436,0.01000868,0.18984398,0.99990813,4501.22048021,-0.02486987,0.01135795,0.00955457,308.13430539,0.02512730,22.00000000
pullin_22db_fm62p5_cp0p30,38.00000000,1900,Medium,0,1,1,NWPR,200,21.17496689,1,22.10098705,0.61199320,1,1,-0.16672883,-0.10360636,0.06816540,-0.01575602,4501.15897360,311.08664603,20.00000000,16.00000000,320.00000000,320.00000000,320.00000000,320.00000000,0,1,0.01800373,0.00000012,1,0.11493273,0.00963884,0.31040571,0.99996482,4501.23121273,-0.07223912,0.01011166,0.00789207,311.05717938,0.02946665,22.00000000
pullin_22db_fm62p5_cp0p30,39.00000000,1950,Medium,0,1,1,NWPR,200,20.98405164,1,21.67464100,0.58846424,1,1,0.12109677,-0.09613231,0.06519483,-0.01687684,4501.18734977,313.99484035,20.00000000,16.00000000,320.00000000,320.00000000,320.00000000,320.00000000,0,1,0.01850973,0.00000012,1,0.11650500,0.00938581,0.13729796,0.99998653,4501.24071326,-0.05336350,0.00889456,0.00961518,313.98005995,0.01478040,22.00000000
pullin_22db_fm62p5_cp0p30,40.00000000,2000,Medium,0,1,1,NWPR,200,20.94218972,1,21.40123502,0.57732268,1,1,-0.16415529,-0.10222162,0.06245447,-0.01756973,4501.16566296,316.91169587,20.00000000,16.00000000,320.00000000,320.00000000,320.00000000,320.00000000,0,1,0.01662637,0.00000012,1,0.11686828,0.00911499,0.18891334,0.99999484,4501.24901270,-0.08334974,0.00771003,0.00891634,316.90294628,0.00874959,22.00000000
pullin_22db_fm62p5_cp0p30,41.00000000,2050,Medium,0,1,1,NWPR,200,21.18507454,1,20.31514281,0.50432205,1,1,-0.26623602,-0.09174025,0.06055137,-0.01647717,4501.20533924,319.83644577,20.00000000,16.00000000,320.00000000,320.00000000,320.00000000,320.00000000,0,1,0.01766273,0.00000012,1,0.11684750,0.00885167,0.31422228,0.99999803,4501.25614528,-0.05080604,0.00656138,0.01110134,319.82583763,0.01060814,22.00000000
pullin_22db_fm62p5_cp0p30,42.00000000,2100,Medium,0,1,1,NWPR,200,21.41380585,1,21.51343188,0.52866534,1,1,0.29460846,-0.09082241,0.05845716,-0.01759850,4501.21149223,322.74604598,20.00000000,16.00000000,320.00000000,320.00000000,320.00000000,320.00000000,0,1,0.01716634,0.00000011,1,0.11551636,0.00857246,0.33539381,0.99999924,4501.26214850,-0.05065627,0.00545182,0.01171452,322.74873324,-0.00268726,22.00000000
pullin_22db_fm62p5_cp0p30,43.00000000,2150,Medium,0,1,1,NWPR,200,21.56084626,1,21.21467058,0.62182700,1,1,0.00000000,-0.08480620,0.05617022,-0.01733562,4501.24302459,325.66246155,20.00000000,16.00000000,320.00000000,320.00000000,320.00000000,320.00000000,0,1,0.01777460,0.00000011,1,0.11263197,0.00827499,0.40316865,0.99999979,4501.26706298,-0.02403839,0.00438443,0.01339017,325.67163239,-0.00917085,22.00000000
pullin_22db_fm62p5_cp0p30,44.00000000,2200,Medium,0,1,1,NWPR,200,21.65151814,1,19.15846011,0.63426239,1,1,0.02655403,-0.08884271,0.05426376,-0.01700269,4501.22673254,328.58397633,20.00000000,16.00000000,320.00000000,320.00000000,320.00000000,320.00000000,0,1,0.01639209,0.00000011,1,0.11071466,0.00802162,0.29438839,0.99999992,4501.27093241,-0.04419988,0.00336220,0.01302989,328.59453440,-0.01055807,22.00000000
pullin_22db_fm62p5_cp0p30,45.00000000,2250,Medium,0,1,1,NWPR,200,21.50136157,1,19.41429363,0.65111780,1,1,0.01789807,-0.07531582,0.05314483,-0.01532675,4501.29269172,331.50473896,20.00000000,16.00000000,320.00000000,320.00000000,320.00000000,320.00000000,0,1,0.01833635,0.00000011,1,0.11048258,0.00782258,0.40337087,0.99999997,4501.27380339,0.01888833,0.00238799,0.01594836,331.51743858,-0.01269963,22.00000000
pullin_22db_fm62p5_cp0p30,46.00000000,2300,Medium,0,1,1,NWPR,200,21.21544828,1,20.06092682,0.74124627,1,1,-0.21482042,-0.07079186,0.05152914,-0.01466069,4501.31933623,334.43229286,20.00000000,16.00000000,320.00000000,320.00000000,320.00000000,320.00000000,0,1,0.01865028,0.00000011,1,0.10866645,0.00760290,0.28589724,0.99999999,4501.27572530,0.04361093,0.00146451,0.01718577,334.44034432,-0.00805146,22.00000000
pullin_22db_fm62p5_cp0p30,47.00000000,2350,Medium,0,1,1,NWPR,200,21.04610527,1,21.89017577,0.78380322,1,1,-0.12817010,-0.07497693,0.05001924,-0.01417255,4501.29864610,337.35205439,20.00000000,16.00000000,320.00000000,320.00000000,320.00000000,320.00000000,0,1,0.01720404,0.00000011,1,0.10746930,0.00741008,0.29890531,1.00000000,4501.27675020,0.02189591,0.00059437,0.01660967,337.36325102,-0.01119663,22.00000000
pullin_22db_fm62p5_cp0p30,48.00000000,2400,Medium,0,1,1,NWPR,200,20.87279323,1,22.04537934,0.79462733,1,1,0.00000000,-0.07378279,0.04842553,-0.01348576,4501.30980255,340.27415172,20.00000000,16.00000000,320.00000000,320.00000000,320.00000000,320.00000000,0,1,0.01698864,0.00000011,1,0.10768647,0.00725595,0.12062146,1.00000000,4501.27693263,0.03286993,-0.00022002,0.01720865,340.28615810,-0.01200639,22.00000000
pullin_22db_fm62p5_cp0p30,49.00000000,2450,Medium,0,1,1,NWPR,200,20.86056625,1,20.43767007,0.73542702,1,1,0.32828373,-0.06866476,0.04740253,-0.01272719,4501.34034462,343.19784268,20.00000000,16.00000000,320.00000000,320.00000000,320.00000000,320.00000000,0,1,0.01745756,0.00000011,1,0.10762190,0.00710526,0.37804158,1.00000000,4501.27632952,0.06401510,-0.00097634,0.01843390,343.20906505,-0.01122237,22.00000000
pullin_22db_fm62p5_cp0p30,50.00000000,2500,Medium,0,1,1,NWPR,200,20.95683520,1,19.38253824,0.68391202,1,1,-0.01974930,-0.07275805,0.04609609,-0.01324652,4501.32764328,346.11321015,20.00000000,16.00000000,320.00000000,320.00000000,320.00000000,320.00000000,0,1,0.01644524,0.00000011,1,0.10861596,0.00698151,0.28104613,1.00000000,4501.27500000,0.05264328,-0.00167249,0.01811773,346.13197136,-0.01876121,22.00000000
pullin_22db_fm62p5_cp0p30,51.00000000,2550,Medium,0,1,1,NWPR,200,21.04194886,1,22.49565041,0.69246199,1,1,-0.31895372,-0.07910400,0.04450374,-0.01437644,4501.29051819,349.02158869,20.00000000,16.00000000,320.00000000,320.00000000,320.00000000,320.00000000,0,1,0.01469644,0.00000011,1,0.10547665,0.00679454,0.34209444,1.00000000,4501.27300525,0.01751294,-0.00230650,0.01700294,349.05487659,-0.03328790,22.00000000
pullin_22db_fm62p5_cp0p30,52.00000000,2600,Medium,0,1,1,NWPR,200,21.17184347,1,20.18469747,0.62361702,1,1,0.40392099,-0.07295877,0.04419687,-0.01301559,4501.32778934,351.94389109,20.00000000,16.00000000,320.00000000,320.00000000,320.00000000,320.00000000,0,1,0.01541287,0.00000011,1,0.10516491,0.00666443,0.85353302,1.00000000,4501.27040832,0.05738102,-0.00287656,0.01828943,351.97778033,-0.03388924,22.00000000
pullin_22db_fm62p5_cp0p30,53.00000000,2650,Medium,0,1,1,NWPR,200,21.26639513,1,20.33170805,0.66569473,1,1,0.00000000,-0.07948483,0.04335188,-0.01161734,4501.29693734,354.87629413,20.00000000,16.00000000,320.00000000,320.00000000,320.00000000,320.00000000,0,1,0.01398484,0.00000010,1,0.10517124,0.00654611,0.64410787,1.00000000,4501.26727397,0.02966337,-0.00338108,0.01736591,354.90068220,-0.02438807,22.00000000
pullin_22db_fm62p5_cp0p30,54.00000000,2700,Medium,0,1,1,NWPR,200,21.25641858,1,21.52585599,0.60986860,1,1,-0.63411169,-0.07856596,0.04272198,-0.01038002,4501.31056551,357.80266727,20.00000000,16.00000000,320.00000000,320.00000000,320.00000000,320.00000000,0,1,0.01397289,0.00000010,1,0.10488992,0.00642957,0.88288104,1.00000000,4501.26366850,0.04689702,-0.00381860,0.01779149,357.82358188,-0.02091461,22.00000000
pullin_22db_fm62p5_cp0p30,55.00000000,2750,Medium,0,1,1,NWPR,200,21.27025025,1,20.64542855,0.61332866,1,1,0.00000000,-0.07890949,0.04166270,-0.00853115,4501.30965554,360.74350660,20.00000000,16.00000000,320.00000000,320.00000000,320.00000000,320.00000000,0,1,0.01353743,0.00000010,1,0.10617506,0.00634140,0.39166814,1.00000000,4501.25965952,0.04999602,-0.00418788,0.01772531,360.74647909,-0.00297249,22.00000000
pullin_22db_fm62p5_cp0p30,56.00000000,2800,Medium,0,1,1,NWPR,200,21.31233804,1,20.94610329,0.56764617,1,1,-0.37949111,-0.07543079,0.04092420,-0.00800346,4501.31887475,363.67413505,20.00000000,16.00000000,320.00000000,320.00000000,320.00000000,320.00000000,0,1,0.01341334,0.00000010,1,0.10784989,0.00626265,0.39119943,1.00000000,4501.25531585,0.06355890,-0.00448784,0.01790118,363.66937357,0.00476147,22.00000000
