"time_s","state","frame_valid","cn0_valid","cn0_method","cn0_db_hz","truth_cn0_db_hz","pli","pll_enabled","pll_control_hz","fll_locked","dll_locked","doppler_hz","truth_doppler_hz","doppler_error_hz","tracked_code_phase_chips","truth_code_phase_chips","code_phase_error_chips"
"27.00000000","Strong","1","1","NWPR","39.59569799","40.00000000","0.99272712","1","-0.12527852","1","1","4500.91920062","4501.03384417","-0.11464355","278.90764792","278.90606848","0.00157944"
"28.00000000","Strong","1","1","NWPR","39.54807175","40.00000000","0.99103657","1","0.09130873","1","1","4501.14484140","4501.05726095","0.08758046","281.83027489","281.82882540","0.00144948"
"29.00000000","Strong","1","1","NWPR","39.50803147","40.00000000","0.99181395","1","-0.10584395","1","1","4500.96362389","4501.07931477","-0.11569088","284.75152909","284.75159709","-0.00006800"
"30.00000000","Strong","1","1","NWPR","39.64117130","40.00000000","0.99404724","1","0.28177531","1","1","4501.39241860","4501.10000000","0.29241860","287.67415042","287.67438266","-0.00023224"
"31.00000000","Strong","1","1","NWPR","39.45300582","39.47200000","0.99122297","1","0.18676203","1","1","4501.31016957","4501.11931477","0.19085480","290.59742174","290.59718121","0.00024053"
"32.00000000","Strong","1","1","NWPR","39.08602435","38.93866667","0.99027509","1","-0.01341699","1","1","4501.10397040","4501.13726095","-0.03329055","293.51931203","293.51999186","-0.00067983"
"33.00000000","Strong","1","1","NWPR","38.56064316","38.40533333","0.98993038","1","0.02768240","1","1","4501.18222533","4501.15384417","0.02838116","296.43977007","296.44281372","-0.00304365"
"34.00000000","Strong","1","1","NWPR","37.98699626","37.87200000","0.98870141","1","-0.37141078","1","1","4500.80739380","4501.16907380","-0.36168000","299.36124668","299.36564591","-0.00439923"
"35.00000000","Strong","1","1","NWPR","37.50876625","37.33866667","0.98658555","1","0.01006101","1","1","4501.17357423","4501.18296291","-0.00938868","302.28503859","302.28848756","-0.00344896"
"36.00000000","Strong","1","1","NWPR","37.06047421","36.80533333","0.98297168","1","-0.30420648","1","1","4500.90451370","4501.19552826","-0.29101456","305.20787553","305.21133779","-0.00346225"
"37.00000000","Strong","1","1","NWPR","36.58728680","36.27200000","0.98151694","1","0.08183554","1","1","4501.33216666","4501.20679021","0.12537645","308.12828435","308.13419575","-0.00591140"
"38.00000000","Strong","1","1","NWPR","36.12179083","35.73866667","0.98341615","1","0.25277790","1","1","4501.48807069","4501.21677273","0.27129796","311.05180784","311.05706061","-0.00525277"
"39.00000000","Strong","1","1","NWPR","35.47392883","35.20533333","0.98514904","1","-0.09308473","1","1","4501.11205414","4501.22550326","-0.11344912","313.97325452","313.97993155","-0.00667703"
"40.00000000","Strong","1","1","NWPR","34.98549664","34.67200000","0.98129138","1","-0.13993517","1","1","4501.10470727","4501.23301270","-0.12830543","316.89603302","316.90280776","-0.00677474"
"41.00000000","Strong","1","1","NWPR","34.50150087","34.13866667","0.97632282","1","0.15546137","1","1","4501.47703292","4501.23933528","0.23769764","319.82066467","319.82568845","-0.00502378"
"42.00000000","Strong","1","1","NWPR","33.94469882","33.60533333","0.97703005","1","0.00266293","1","1","4501.25819952","4501.24450850","0.01369102","322.74404679","322.74857288","-0.00452609"
"43.00000000","Strong","1","1","NWPR","33.40393747","33.07200000","0.96924025","1","0.21002463","1","1","4501.42925805","4501.24857298","0.18068507","325.66696985","325.67146030","-0.00449045"
"44.00000000","Strong","1","1","NWPR","32.61664288","32.53866667","0.97350045","1","0.19028263","1","1","4501.41191011","4501.25157241","0.16033770","328.58843466","328.59435002","-0.00591536"
"45.00000000","Strong","1","1","NWPR","32.20150274","32.00533333","0.97297157","1","-0.23448207","1","1","4501.00222558","4501.25355339","-0.25132781","331.50839143","331.51724134","-0.00884991"
"46.00000000","Strong","1","1","NWPR","31.78018231","31.47200000","0.96827506","1","0.00893662","1","1","4501.27439443","4501.25456530","0.01982913","334.43520887","334.44013364","-0.00492478"
"47.00000000","Strong","1","1","NWPR","31.31477548","30.93866667","0.96482507","1","-0.05089005","1","1","4501.21627835","4501.25466020","-0.03838184","337.36040403","337.36302629","-0.00262226"
"48.00000000","Strong","1","1","NWPR","30.92667683","30.40533333","0.96111048","1","0.13587667","1","1","4501.39912171","4501.25389263","0.14522909","340.28372625","340.28591873","-0.00219248"
"49.00000000","Strong","1","1","NWPR","30.34526169","29.87200000","0.94803836","1","-0.34966032","1","1","4500.89124947","4501.25231952","-0.36107005","343.20578528","343.20881040","-0.00302512"
"50.00000000","Strong","1","1","NWPR","29.60788570","29.33866667","0.94435090","1","0.03031772","1","1","4501.27226278","4501.25000000","0.02226278","346.12473512","346.13170080","-0.00696568"
"51.00000000","Strong","1","1","NWPR","28.98715832","28.80533333","0.93302821","1","0.12387521","1","1","4501.36724792","4501.24699525","0.12025267","349.04896808","349.05458947","-0.00562139"
"52.00000000","Strong","1","1","NWPR","28.47985808","28.27200000","0.91635592","1","-0.41557716","1","1","4500.80372360","4501.24336832","-0.43964472","351.97135991","351.97747598","-0.00611607"
"53.00000000","Strong","1","1","NWPR","28.21167349","27.73866667","0.91033487","1","-0.05437298","1","1","4501.18528206","4501.23918397","-0.05390191","354.89443786","354.90035996","-0.00592210"
"54.00000000","Strong","1","1","NWPR","27.93887426","27.20533333","0.90373709","1","-0.11166212","1","1","4501.11051135","4501.23450850","-0.12399715","357.81876858","357.82324105","-0.00447247"
"55.00000000","LongFast","1","1","NWPR","27.40982466","26.67200000","0.86998292","1","0.10390763","1","1","4501.14394814","4501.22940952","-0.08546138","360.77376644","360.74611897","0.02764747"
"56.00000000","LongFast","1","1","NWPR","26.83197384","26.13866667","0.80591599","1","0.11152864","1","1","4501.68937033","4501.22395585","0.46541449","363.63828059","363.66899345","-0.03071286"
"57.00000000","LongFast","1","1","NWPR","26.36506769","25.60533333","0.63784801","1","-0.09215570","1","1","4501.56016646","4501.21821723","0.34194922","366.56386350","366.59186430","-0.02800080"
"58.00000000","LongLock","1","1","NWPR","25.89265788","25.07200000","0.71996003","1","-0.27081631","1","1","4500.81668768","4501.21226423","-0.39557655","369.45501401","369.51473135","-0.05971734"
"59.00000000","LongLock","1","1","NWPR","25.45332219","24.53866667","0.67440994","1","0.00548752","1","1","4501.28580057","4501.20616798","0.07963260","372.42176151","372.43759448","-0.01583298"
"60.00000000","LongLock","1","1","NWPR","24.98787171","24.00533333","0.69221259","1","-0.41319717","1","1","4500.86300951","4501.20000000","-0.33699049","375.38583599","375.36045363","0.02538236"
"61.00000000","Medium","1","1","NWPR","24.44707709","23.73600000","0.74740660","1","0.00000000","0","0","4501.32603093","4501.19383202","0.13219891","378.30421723","378.28330877","0.02090846"
"62.00000000","Medium","1","1","NWPR","23.87907621","23.46933333","0.77539744","1","-0.22253499","1","1","4500.95646172","4501.18773577","-0.23127404","381.24882852","381.20615992","0.04266860"
"63.00000000","Medium","1","1","NWPR","23.49570660","23.20266667","0.53840091","1","-0.21655899","1","1","4501.18225852","4501.18178277","0.00047575","384.17127173","384.12900716","0.04226457"
"64.00000000","Medium","1","1","NWPR","23.17920139","22.93600000","0.22542606","1","0.09778649","1","1","4502.05968523","4501.17604415","0.88364108","387.08879993","387.05185060","0.03694933"
"65.00000000","Medium","1","1","NWPR","22.78937583","22.66933333","0.18943439","1","0.00000000","1","1","4501.84969390","4501.17059048","0.67910343","390.00612698","389.97469040","0.03143659"
"66.00000000","Medium","1","1","NWPR","22.48023393","22.40266667","0.17588400","1","0.09038880","1","1","4501.43259823","4501.16549150","0.26710672","392.92527376","392.89752676","0.02774700"
"67.00000000","Medium","1","1","NWPR","22.10492923","22.13600000","0.56230821","1","0.27078688","1","1","4501.53706915","4501.16081603","0.37625312","395.84457372","395.82035996","0.02421377"
"68.00000000","Medium","1","1","NWPR","21.65806773","21.86933333","0.50922847","1","0.18112999","1","1","4501.88698621","4501.15663168","0.73035453","398.76651717","398.74319027","0.02332690"
"69.00000000","Medium","1","1","NWPR","21.40783057","21.60266667","0.19804217","1","0.06640547","1","1","4501.90728160","4501.15300475","0.75427685","401.68830184","401.66601804","0.02228380"
"70.00000000","Medium","1","1","NWPR","21.22938566","21.33600000","0.07827855","1","-0.15377230","1","1","4501.36338439","4501.15000000","0.21338439","404.60460441","404.58884366","0.01576076"
"71.00000000","Medium","1","1","NWPR","21.06391766","21.06933333","0.42652865","1","-0.05329599","1","1","4501.36373189","4501.14768048","0.21605141","407.52031519","407.51166754","0.00864766"
"72.00000000","Medium","1","1","NWPR","21.04683442","20.80266667","0.28902071","1","0.00000000","1","1","4501.74827045","4501.14610737","0.60216307","410.44157966","410.43449016","0.00708950"
"73.00000000","Medium","1","1","NWPR","20.87088696","20.53600000","0.18766818","1","0.00000000","1","1","4500.32700285","4501.14533980","-0.81833695","413.35772525","413.35731201","0.00041324"
"74.00000000","Medium","1","1","NWPR","20.49170965","20.26933333","0.28756536","1","-0.24760152","1","1","4500.12690274","4501.14543470","-1.01853196","416.29189619","416.28013364","0.01176255"
"75.00000000","Medium","1","1","NWPR","20.08976943","20.00266667","0.13515120","1","0.08510276","1","1","4500.59761166","4501.14644661","-0.54883495","419.20746464","419.20295563","0.00450901"
"76.00000000","Medium","1","1","NWPR","19.57875342","19.73600000","0.05869739","1","0.00000000","1","1","4501.80959792","4501.14842759","0.66117033","422.12115194","422.12577859","-0.00462664"
"77.00000000","Medium","1","1","NWPR","19.19801953","19.46933333","0.18916650","1","-0.28086095","1","1","4500.86125190","4501.15142702","-0.29017512","425.04808560","425.04860316","-0.00051756"
"78.00000000","Medium","1","1","NWPR","19.11520173","19.20266667","0.16038719","1","-0.08896534","1","1","4503.00478614","4501.15549150","1.84929464","427.96967045","427.97143002","-0.00175958"
"79.00000000","Medium","1","1","NWPR","19.03775151","18.93600000","0.21797248","1","-0.13461903","1","1","4502.51611342","4501.16066472","1.35544871","430.88864820","430.89425988","-0.00561168"
"80.00000000","Medium","1","1","NWPR","18.81480954","18.66933333","0.21534595","1","0.28690815","1","1","4502.56796507","4501.16698730","1.40097777","433.81976296","433.81709347","0.00266949"
"81.00000000","Medium","1","1","NWPR","18.65172681","18.40266667","0.11272838","1","0.03308754","1","1","4501.47029531","4501.17449674","0.29579857","436.74199802","436.73993155","0.00206647"
"82.00000000","Medium","1","1","NWPR","18.43353626","18.13600000","0.13664636","1","0.00000000","1","1","4502.13417455","4501.18322727","0.95094728","439.64994243","439.66277490","-0.01283247"
"83.00000000","Medium","1","1","NWPR","18.25708909","17.86933333","0.20392845","1","0.00000000","1","1","4501.78946263","4501.19320979","0.59625284","442.57973132","442.58562432","-0.00589300"
"84.00000000","Medium","1","1","NWPR","18.13447247","17.60266667","0.11802666","1","0.24416027","1","1","4503.38319748","4501.20447174","2.17872574","445.48797818","445.50848064","-0.02050246"
"85.00000000","Medium","1","1","NWPR","17.80569721","17.33600000","0.22715706","1","0.00000000","1","1","4503.23742406","4501.21703709","2.02038697","448.40168221","448.43134470","-0.02966248"
"86.00000000","Medium","1","1","NWPR","17.44550258","17.06933333","0.05482293","1","0.25389664","1","1","4503.05858802","4501.23092620","1.82766182","451.32998317","451.35421734","-0.02423417"
"87.00000000","Medium","1","1","NWPR","16.83039002","16.80266667","0.06265593","1","0.00000000","1","1","4501.95886467","4501.24615583","0.71270884","454.25541047","454.27709944","-0.02168897"
"88.00000000","Medium","1","1","NWPR","16.37557112","16.53600000","0.16485339","1","-0.10963876","1","1","4502.02381930","4501.26273905","0.76108025","457.19371849","457.19999186","-0.00627337"
"89.00000000","Medium","1","1","NWPR","16.44793005","16.26933333","0.07273815","1","0.11064797","1","1","4502.87175087","4501.28068523","1.59106564","460.11058768","460.12289550","-0.01230782"
"90.00000000","Medium","1","1","NWPR","16.79731866","16.00266667","0.12172912","1","0.00000000","1","1","4503.04567998","4501.30000000","1.74567998","463.04957942","463.04581123","0.00376818"
"91.00000000","Medium","1","1","NWPR","16.84155820","15.86800000","0.13936547","1","0.00000000","1","1","4500.90199205","4501.32068523","-0.41869318","465.97105387","465.96873995","0.00231392"
"92.00000000","Medium","1","1","NWPR","16.64547422","15.73466667","0.20722646","1","0.00000000","1","1","4501.41200883","4501.34273905","0.06926978","468.88232874","468.89168255","-0.00935381"
"93.00000000","Medium","1","1","NWPR","16.29624540","15.60133333","0.19394024","1","0.03824335","1","1","4505.62216464","4501.36615583","4.25600881","471.80995850","471.81463991","-0.00468140"
"94.00000000","Medium","1","1","NWPR","15.98255050","15.46800000","0.02666938","1","-0.24168283","1","1","4502.61004246","4501.39092620","1.21911626","474.74210229","474.73761291","0.00448938"
"95.00000000","Weak","1","1","NWPR","15.88698972","15.33466667","0.08908070","0","0.00000000","0","1","4502.72890136","4501.41703709","1.31186428","477.67269890","477.66060244","0.01209646"
"96.00000000","Weak","1","1","NWPR","15.82592274","15.20133333","0.15442672","0","-0.00000000","1","1","4502.80346737","4501.44447174","1.35899563","480.60428257","480.58360935","0.02067321"
"97.00000000","Weak","1","1","NWPR","15.77062784","15.06800000","0.12284913","0","-0.00000000","1","1","4502.84962823","4501.47320979","1.37641844","483.52886379","483.50663450","0.02222928"
"98.00000000","Weak","1","1","NWPR","15.68231268","14.93466667","0.04290390","0","0.00000000","1","1","4503.05238963","4501.50322727","1.54916236","486.44140498","486.42967873","0.01172624"
"99.00000000","Weak","1","1","NWPR","15.65409035","14.80133333","0.17476485","0","0.00000000","1","1","4502.72761208","4501.53449674","1.19311534","489.36327361","489.35274286","0.01053074"
"100.00000000","Weak","1","1","NWPR","15.43083443","14.66800000","0.19503831","0","0.00000000","1","1","4502.59172869","4501.56698730","1.02474139","492.28849380","492.27582769","0.01266611"
"101.00000000","Weak","1","1","NWPR","15.16942897","14.53466667","0.12552427","0","-0.00000000","1","1","4502.34521879","4501.60066472","0.74455407","495.22255306","495.19893401","0.02361905"
"102.00000000","Weak","1","1","NWPR","14.79736173","14.40133333","0.07843035","0","-0.00000000","1","1","4502.14989605","4501.63549150","0.51440455","498.13996311","498.12206257","0.01790054"
"103.00000000","Weak","1","1","NWPR","14.56318207","14.26800000","0.12982229","0","-0.00000000","1","1","4502.10060468","4501.67142702","0.42917766","501.05935495","501.04521411","0.01414084"
"104.00000000","Weak","1","1","NWPR","14.44728923","14.13466667","0.04988520","0","0.00000000","1","1","4502.08703304","4501.70842759","0.37860545","503.97687978","503.96838933","0.00849045"
"105.00000000","Weak","1","1","NWPR","14.16462687","14.00133333","0.15610533","0","0.00000000","1","1","4502.40625706","4501.74644661","0.65981045","506.89893540","506.89158891","0.00734649"
"106.00000000","Weak","1","1","NWPR","13.83953104","13.86800000","0.06041109","0","-0.00000000","1","1","4502.42769684","4501.78543470","0.64226215","509.81892706","509.81481350","0.00411356"
"107.00000000","Weak","1","1","NWPR","13.65432666","13.73466667","0.07465874","0","0.00000000","1","1","4502.39499011","4501.82533980","0.56965031","512.73281294","512.73806370","-0.00525076"
"108.00000000","Weak","1","1","NWPR","13.62583901","13.60133333","0.04390719","0","-0.00000000","1","1","4502.50199437","4501.86610737","0.63588699","515.65983367","515.66134010","-0.00150643"
"109.00000000","Weak","1","1","NWPR","13.65824896","13.46800000","0.14739881","0","-0.00000000","1","1","4502.69814796","4501.90768048","0.79046748","518.58645371","518.58464324","0.00181047"
"110.00000000","Weak","1","1","NWPR","13.45318975","13.33466667","0.13403034","0","0.00000000","1","1","4502.93118967","4501.95000000","0.98118967","521.50998010","521.50797361","0.00200649"
"111.00000000","Weak","1","1","NWPR","13.33156204","13.20133333","0.18161738","0","0.00000000","1","1","4502.79262953","4501.99300475","0.79962478","524.44207532","524.43133170","0.01074363"
"112.00000000","Weak","1","1","NWPR","13.53246939","13.06800000","0.14162048","0","0.00000000","1","1","4502.62727368","4502.03663168","0.59064200","527.36569384","527.35471791","0.01097593"
"113.00000000","Weak","1","1","NWPR","13.93689880","12.93466667","0.03811266","0","-0.00000000","1","1","4502.51566787","4502.08081603","0.43485184","530.28807811","530.27813264","0.00994547"
"114.00000000","Weak","1","1","NWPR","13.93671913","12.80133333","0.18065539","0","-0.00000000","1","1","4502.17458693","4502.12549150","0.04909543","533.22167754","533.20157622","0.02010133"
"115.00000000","Weak","1","1","NWPR","13.82089540","12.66800000","0.29527070","0","-0.00000000","1","1","4502.42846785","4502.17059048","0.25787737","536.15890526","536.12504895","0.03385631"
"116.00000000","Weak","1","1","NWPR","13.59373147","12.53466667","0.22171514","0","-0.00000000","1","1","4502.35453178","4502.21604415","0.13848763","539.07550547","539.04855109","0.02695438"
"117.00000000","Weak","1","1","NWPR","13.34652755","12.40133333","0.19534154","0","-0.00000000","1","1","4502.50247236","4502.26178277","0.24068959","541.99265296","541.97208284","0.02057012"
"118.00000000","Weak","1","1","NWPR","12.75557559","12.26800000","0.15299514","0","0.00000000","1","1","4502.17311964","4502.30773577","-0.13461613","544.90313793","544.89564436","0.00749357"
"119.00000000","Weak","1","1","NWPR","12.41914643","12.13466667","0.11793019","0","0.00000000","1","1","4501.79038547","4502.35383202","-0.56344655","547.82572871","547.81923577","0.00649294"
"120.00000000","Weak","1","1","NWPR","12.18177617","12.00133333","0.12355763","0","-0.00000000","1","1","4501.91850230","4502.40000000","-0.48149770","550.74230720","550.74285714","-0.00054994"
"121.00000000","Weak","1","1","NWPR","11.70883265","12.39600000","0.06498173","0","-0.00000000","1","1","4501.61062298","4502.44616798","-0.83554500","553.66975204","553.66650850","0.00324354"
"122.00000000","Weak","1","1","NWPR","11.41767637","12.79600000","0.05555630","0","0.00000000","1","1","4502.09448751","4502.49226423","-0.39777672","556.59254842","556.59018981","0.00235860"
"123.00000000","Weak","1","1","NWPR","11.15694086","13.19600000","0.05944529","0","0.00000000","1","1","4502.22851235","4502.53821723","-0.30970488","559.50981523","559.51390102","-0.00408579"
"124.00000000","Weak","1","1","NWPR","11.00959086","13.59600000","0.19990134","0","-0.00000000","1","1","4502.24653291","4502.58395585","-0.33742293","562.43602850","562.43764200","-0.00161349"
"125.00000000","Weak","1","1","NWPR","11.01321966","13.99600000","0.13806584","0","0.00000000","1","1","4502.25608613","4502.62940952","-0.37332340","565.36346970","565.36141259","0.00205711"
"126.00000000","Weak","1","1","NWPR","11.12462404","14.39600000","0.23691871","0","-0.00000000","1","1","4502.64740360","4502.67450850","-0.02710490","568.29763425","568.28521258","0.01242166"
"127.00000000","Weak","1","1","NWPR","11.52129872","14.79600000","0.27369402","0","0.00000000","1","1","4502.89041364","4502.71918397","0.17122967","571.21650968","571.20904173","0.00746795"
"128.00000000","Weak","1","1","NWPR","12.00751734","15.19600000","0.31201974","0","0.00000000","1","1","4503.06897455","4502.76336832","0.30560623","574.13202941","574.13289973","-0.00087032"
"129.00000000","Weak","1","1","NWPR","12.31306588","15.59600000","0.13314085","0","0.00000000","1","1","4502.94683124","4502.80699525","0.13983599","577.06404657","577.05678624","0.00726033"
"130.00000000","Weak","1","1","NWPR","12.74480954","15.99600000","0.15015256","0","0.00000000","1","1","4502.94333024","4502.85000000","0.09333024","579.99308793","579.98070089","0.01238705"
"131.00000000","Weak","1","1","NWPR","13.34964785","16.39600000","0.36636744","0","0.00000000","1","1","4502.99126701","4502.89231952","0.09894749","582.91589973","582.90464324","0.01125649"
"132.00000000","Weak","1","1","NWPR","13.86992052","16.79600000","0.26559262","0","-0.00000000","1","1","4503.03638354","4502.93389263","0.10249092","585.83997881","585.82861283","0.01136599"
"133.00000000","Weak","1","1","NWPR","14.21965852","17.19600000","0.25420173","0","-0.00000000","1","1","4503.06672637","4502.97466020","0.09206617","588.76461600","588.75260916","0.01200685"
"134.00000000","Weak","1","1","NWPR","14.57551571","17.59600000","0.24742004","0","0.00000000","1","1","4503.34871839","4503.01456530","0.33415309","591.68793002","591.67663168","0.01129834"
"135.00000000","Weak","1","1","NWPR","15.05355312","17.99600000","0.13196916","0","-0.00000000","1","1","4503.34648173","4503.05355339","0.29292834","594.60145063","594.60067982","0.00077081"
"136.00000000","Weak","1","1","NWPR","15.49124575","18.39600000","0.06814652","0","0.00000000","1","1","4503.37979309","4503.09157241","0.28822068","597.52468751","597.52475297","-0.00006546"
"137.00000000","Weak","1","1","NWPR","15.78023536","18.79600000","0.04599179","0","-0.00000000","1","1","4503.67781049","4503.12857298","0.54923751","600.44990293","600.44885047","0.00105246"
"138.00000000","Weak","1","1","NWPR","16.52995751","19.19600000","0.06827104","0","0.00000000","1","1","4503.62058717","4503.16450850","0.45607867","603.36985828","603.37297166","-0.00311339"
"139.00000000","Weak","1","1","NWPR","17.23635635","19.59600000","0.22807966","0","0.00000000","1","1","4503.62626814","4503.19933528","0.42693286","606.29090923","606.29711583","-0.00620659"
"140.00000000","Weak","1","1","NWPR","17.78200255","19.99600000","0.14011895","0","-0.00000000","1","1","4503.47966953","4503.23301270","0.24665682","609.21319610","609.22128224","-0.00808614"
"141.00000000","Weak","1","1","NWPR","18.41509280","20.39600000","0.32746763","0","0.00000000","1","1","4503.37436649","4503.26550326","0.10886323","612.14369788","612.14547013","-0.00177226"
"142.00000000","Weak","1","1","NWPR","18.73946232","20.79600000","0.28528765","0","0.00000000","1","1","4503.42786479","4503.29677273","0.13109206","615.06707781","615.06967873","-0.00260092"
"143.00000000","Weak","1","1","NWPR","19.19960247","21.19600000","0.35396052","0","-0.00000000","1","1","4503.47495261","4503.32679021","0.14816240","617.98839109","617.99390723","-0.00551614"
"144.00000000","Weak","1","1","NWPR","19.71935391","21.59600000","0.43590465","0","-0.00000000","1","1","4503.41608359","4503.35552826","0.06055533","620.91266074","620.91815481","-0.00549407"
"145.00000000","Weak","1","1","NWPR","20.03900447","21.99600000","0.54714658","0","0.00000000","1","1","4503.45481395","4503.38296291","0.07185104","623.84023849","623.84242062","-0.00218213"
"146.00000000","Weak","1","1","NWPR","20.42191124","22.39600000","0.42654019","0","0.00000000","1","1","4503.58164666","4503.40907380","0.17257286","626.76869621","626.76670382","0.00199239"
"147.00000000","Weak","1","1","NWPR","20.72120841","22.79600000","0.27352273","0","-0.00000000","1","1","4503.59257327","4503.43384417","0.15872910","629.69481683","629.69100354","0.00381328"
"148.00000000","Weak","1","1","NWPR","20.96860018","23.19600000","0.37991302","0","0.00000000","1","1","4503.60974906","4503.45726095","0.15248812","632.61636195","632.61531891","0.00104304"
"149.00000000","Weak","1","1","NWPR","21.36215851","23.59600000","0.43752649","0","0.00000000","1","1","4503.60743976","4503.47931477","0.12812499","635.53442066","635.53964904","-0.00522838"
"150.00000000","Weak","1","1","NWPR","21.72854142","23.99600000","0.45189763","0","0.00000000","1","1","4503.60565401","4503.50000000","0.10565401","638.45828301","638.46399305","-0.00571004"
"151.00000000","Weak","1","1","NWPR","22.15770049","24.52800000","0.49151880","0","-0.00000000","1","1","4503.57255750","4503.51931477","0.05324273","641.38053051","641.38835004","-0.00781953"
