scenario,time_s,frame_id,event,from_state,to_state,command_id
pullin_24db_fm62p5_cp0p3,0.56000000,28,SyncReady,PullIn,PullIn,28
pullin_24db_fm62p5_cp0p3,2.66000000,133,StateRequested,PullIn,Lock,134
pullin_24db_fm62p5_cp0p3,2.68000000,134,StateCommitted,PullIn,Lock,134
pullin_24db_fm62p5_cp0p3,2.68000000,134,TrackingReady,PullIn,Lock,134
pullin_24db_fm62p5_cp0p3,4.06000000,203,StateRequested,Lock,Strong,204
pullin_24db_fm62p5_cp0p3,4.08000000,204,StateCommitted,Lock,Strong,204
pullin_24db_fm62p5_cp0p3,11.64000000,582,StateRequested,Strong,LongFast,583
pullin_24db_fm62p5_cp0p3,11.66000000,583,StateCommitted,Strong,LongFast,583
pullin_24db_fm62p5_cp0p3,14.84000000,742,StateRequested,LongFast,LongLock,743
pullin_24db_fm62p5_cp0p3,14.86000000,743,StateCommitted,LongFast,LongLock,743
pullin_24db_fm62p5_cp0p3,18.04000000,902,StateRequested,LongLock,Medium,903
pullin_24db_fm62p5_cp0p3,18.06000000,903,StateCommitted,LongLock,Medium,903
pullin_24db_fp0_cp0p3,0.56000000,28,SyncReady,PullIn,PullIn,28
pullin_24db_fp0_cp0p3,2.38000000,119,StateRequested,PullIn,Lock,120
pullin_24db_fp0_cp0p3,2.40000000,120,StateCommitted,PullIn,Lock,120
pullin_24db_fp0_cp0p3,2.40000000,120,TrackingReady,PullIn,Lock,120
pullin_24db_fp0_cp0p3,4.08000000,204,StateRequested,Lock,Strong,205
pullin_24db_fp0_cp0p3,4.10000000,205,StateCommitted,Lock,Strong,205
pullin_24db_fp0_cp0p3,11.36000000,568,StateRequested,Strong,LongFast,569
pullin_24db_fp0_cp0p3,11.38000000,569,StateCommitted,Strong,LongFast,569
pullin_24db_fp0_cp0p3,14.56000000,728,StateRequested,LongFast,LongLock,729
pullin_24db_fp0_cp0p3,14.58000000,729,StateCommitted,LongFast,LongLock,729
pullin_24db_fp0_cp0p3,17.76000000,888,StateRequested,LongLock,Medium,889
pullin_24db_fp0_cp0p3,17.78000000,889,StateCommitted,LongLock,Medium,889
pullin_24db_fp62p5_cm0p3,0.56000000,28,SyncReady,PullIn,PullIn,28
pullin_24db_fp62p5_cm0p3,2.46000000,123,StateRequested,PullIn,Lock,124
pullin_24db_fp62p5_cm0p3,2.48000000,124,StateCommitted,PullIn,Lock,124
