scenario,time_s,frame_id,state,state_pending,frame_valid,cn0_valid,cn0_method,cn0_window_blocks,cn0_db_hz,cn0_fast_valid,cn0_fast_db_hz,cn0_control_valid,cn0_control_db_hz,pli,fll_locked,dll_locked,fll_latest_hz,fll_mean_hz,fll_se_hz,dll_mean_chips,doppler_hz,tracked_code_phase_chips,coherent_ms,noncoherent_blocks,carrier_obs_ms,carrier_update_ms,dll_obs_ms,dll_update_ms,use_phase,use_frequency,carrier_rate_hz_s,kf_rate_noise_hz2_s3,kf_health_valid,kf_freq_sigma_hz,kf_rate_sigma_hz_s,kf_freq_nis,kf_freq_accept_ratio,truth_doppler_hz,doppler_error_hz,truth_doppler_rate_hz_s,rate_error_hz_s,truth_code_phase_chips,code_phase_error_chips,truth_cn0_db_hz
pullin_24db_fm62p5_cp0p3,0.02000000,1,PullIn,0,1,0,M2M4,1000,0.00000000,0,0.00000000,0,0.00000000,0.37733940,0,1,0.00000000,0.00000000,0.00000000,-0.03101853,4562.50000000,200.41959371,1.00000000,20.00000000,100.00000000,20.00000000,20.00000000,20.00000000,0,1,0.00000000,0.00000100,0,100.00000060,0.50000002,1.00000000,1.00000000,4500.00092360,62.49907640,0.04618032,-0.04618032,200.11795545,0.30163826,24.00000000
pullin_24db_fm62p5_cp0p3,1.00000000,50,PullIn,0,1,1,M2M4,1000,25.68218959,0,0.00000000,0,0.00000000,0.14482155,0,1,-9.46792128,6.78753464,4.19224635,-0.01808409,4500.99163705,206.02609578,1.00000000,20.00000000,100.00000000,20.00000000,20.00000000,20.00000000,0,1,0.09797952,0.00000092,1,2.48872920,0.49928908,1.74788449,1.00000000,4500.04617798,0.94545908,0.04616406,0.05181546,205.89780222,0.12829356,24.00000000
pullin_24db_fm62p5_cp0p3,2.00000000,100,PullIn,0,1,1,M2M4,1000,25.22929105,0,0.00000000,0,0.00000000,0.04729736,0,1,2.96395615,3.86260713,2.25884992,-0.00952734,4501.43939495,211.59387042,1.00000000,20.00000000,100.00000000,20.00000000,20.00000000,20.00000000,0,1,0.12680162,0.00000084,1,1.62044393,0.49254503,1.05659194,1.00000000,4500.09230423,1.34709072,0.04607652,0.08072509,211.79566493,-0.20179450,24.00000000
pullin_24db_fm62p5_cp0p3,3.00000000,150,Lock,0,1,0,NWPR,1500,0.00000000,1,24.12882951,0,0.00000000,0.93335389,1,0,0.11695794,-0.19999627,0.91367468,0.11893958,4499.89585121,217.65331842,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,0,1,-0.05369299,0.00000077,1,0.77580714,0.47723229,0.96581631,1.00000000,4500.13830723,-0.24245602,0.04591762,-0.09961061,217.69358802,-0.04026960,24.00000000
pullin_24db_fm62p5_cp0p3,4.00000000,200,Lock,0,1,0,NWPR,1500,0.00000000,1,18.86409764,1,21.97286133,0.82547342,1,1,8.41854531,0.05065631,0.45400698,0.02561213,4500.13659380,223.64854902,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,0,1,-0.00032800,0.00000071,1,0.54893499,0.42890201,0.97941887,1.00000000,4500.18411585,-0.04752204,0.04568784,-0.04601584,223.59157128,0.05697774,24.00000000
pullin_24db_fm62p5_cp0p3,5.00000000,250,Strong,0,1,0,NWPR,200,0.00000000,1,22.43432735,1,23.58982207,0.71991161,1,1,1.05368107,0.11936313,0.64953654,-0.06882507,4500.25453788,229.60161838,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,1,1,0.13206056,0.00000065,0,0.08838231,0.17256713,1.00000000,1.00000000,4500.22965952,0.02487835,0.04538788,0.08667268,229.48961442,0.11200396,24.00000000
pullin_24db_fm62p5_cp0p3,6.00000000,300,Strong,0,1,0,NWPR,200,0.00000000,1,22.82084929,1,22.94318766,0.74463863,1,1,4.12636486,0.03650433,0.46046775,-0.10395878,4500.26688809,235.54852537,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,1,1,0.04601436,0.00000060,0,0.04679616,0.04952769,1.00000000,1.00000000,4500.27486850,-0.00798041,0.04501860,0.00099575,235.38771703,0.16080834,24.00000000
pullin_24db_fm62p5_cp0p3,7.00000000,350,Strong,0,1,1,NWPR,200,22.83732222,1,24.55982896,1,22.69203884,0.76912760,1,1,1.70870115,0.00604330,0.38628115,-0.13476486,4500.35540617,241.48940490,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,1,1,0.06610185,0.00000055,0,0.03464337,0.02682210,1.00000000,1.00000000,4500.31967397,0.03573219,0.04458108,0.02152077,241.28587864,0.20352626,24.00000000
pullin_24db_fm62p5_cp0p3,8.00000000,400,Strong,0,1,1,NWPR,200,22.84271882,1,22.88830056,1,22.36954874,0.72396324,1,1,4.10917388,-0.19226485,0.43895351,-0.15423137,4500.37384945,247.42426040,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,1,1,0.05101420,0.00000051,0,0.03150087,0.02020443,1.00000000,1.00000000,4500.36400832,0.00984113,0.04407656,0.00693764,247.18409867,0.24016173,24.00000000
pullin_24db_fm62p5_cp0p3,9.00000000,450,Strong,0,1,1,NWPR,200,22.74588732,1,20.19307216,1,21.69222277,0.74252130,1,1,-4.60442212,-0.23262428,0.40867381,-0.18001139,4500.42059672,253.33817070,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,1,1,0.04999234,0.00000047,0,0.03075340,0.01705942,1.00000000,1.00000000,4500.40780525,0.01279147,0.04350650,0.00648584,253.08237646,0.25579424,24.00000000
