scenario,time_s,frame_id,state,state_pending,frame_valid,cn0_valid,cn0_method,cn0_window_blocks,cn0_db_hz,cn0_fast_valid,cn0_fast_db_hz,cn0_control_valid,cn0_control_db_hz,pli,fll_locked,dll_locked,fll_latest_hz,fll_mean_hz,fll_se_hz,dll_mean_chips,doppler_hz,tracked_code_phase_chips,coherent_ms,noncoherent_blocks,carrier_obs_ms,carrier_update_ms,dll_obs_ms,dll_update_ms,use_phase,use_frequency,carrier_rate_hz_s,kf_rate_noise_hz2_s3,kf_health_valid,kf_freq_sigma_hz,kf_rate_sigma_hz_s,kf_freq_nis,kf_freq_accept_ratio,truth_doppler_hz,doppler_error_hz,truth_doppler_rate_hz_s,rate_error_hz_s,truth_code_phase_chips,code_phase_error_chips,truth_cn0_db_hz
pullin_28db_fp31p25_cp0p3,0.02000000,1,PullIn,0,1,0,M2M4,1000,0.00000000,0,0.00000000,0,0.00000000,0.58324850,0,1,0.00000000,0.00000000,0.00000000,-0.05442160,4468.75000000,201.07717391,1.00000000,20.00000000,100.00000000,20.00000000,20.00000000,20.00000000,0,1,0.00000000,0.00010000,0,100.00000060,0.50000200,1.00000000,1.00000000,4500.00092360,-31.25092360,0.04618032,-0.04618032,200.78260878,0.29456514,28.00000000
pullin_28db_fp31p25_cp0p3,1.00000000,50,PullIn,0,1,1,M2M4,1000,29.99111280,0,0.00000000,0,0.00000000,0.29020212,1,1,-0.61820618,0.74711878,0.69122172,-0.01396557,4499.95312129,239.21154201,1.00000000,20.00000000,100.00000000,20.00000000,20.00000000,20.00000000,0,1,0.00037992,0.00009122,1,2.96286666,0.49955314,0.16163278,1.00000000,4500.04617798,-0.09305669,0.04616406,-0.04578414,239.13063557,0.08090644,28.00000000
pullin_28db_fp31p25_cp0p3,2.00000000,100,Lock,0,1,0,NWPR,1500,0.00000000,0,0.00000000,0,0.00000000,0.93026953,0,0,2.10728311,-0.01537918,2.07685710,0.11529320,4500.18361902,278.17092264,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,1,1,0.00439629,0.00008255,0,0.42894913,0.47496370,1.00000000,1.00000000,4500.09230423,0.09131479,0.04607652,-0.04168023,278.26167251,-0.09074987,28.00000000
pullin_28db_fp31p25_cp0p3,3.00000000,150,Lock,0,1,0,NWPR,1500,0.00000000,1,29.35426398,1,27.09233675,0.86977922,1,1,-2.56011573,-0.01033243,0.50066692,0.06610324,4500.05295092,317.32943394,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,1,1,-0.10697244,0.00007470,0,0.09905461,0.16259949,1.00000000,1.00000000,4500.13830723,-0.08535631,0.04591762,-0.15289006,317.39311007,-0.06367612,28.00000000
pullin_28db_fp31p25_cp0p3,4.00000000,200,Strong,0,1,0,NWPR,200,0.00000000,1,27.87312753,1,27.75252661,0.83435068,1,1,-5.96850757,0.09997069,0.61425550,0.05763774,4500.19026223,356.45473658,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,1,1,0.04418356,0.00006760,0,0.04695406,0.04528638,1.00000000,1.00000000,4500.18411585,0.00614638,0.04568784,-0.00150428,356.52494686,-0.07021028,28.00000000
pullin_28db_fp31p25_cp0p3,5.00000000,250,Strong,0,1,0,NWPR,200,0.00000000,1,28.66589921,1,27.03527749,0.81391573,1,1,-2.78552197,0.07495575,0.40454451,0.07742601,4500.22425715,395.58961290,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,1,1,0.04013103,0.00006118,0,0.03526400,0.02698594,1.00000000,1.00000000,4500.22965952,-0.00540237,0.04538788,-0.00525685,395.65718088,-0.06756798,28.00000000
pullin_28db_fp31p25_cp0p3,6.00000000,300,Strong,0,1,1,NWPR,200,27.39633782,1,25.72543107,1,27.16446575,0.84741176,1,1,-0.18485595,-0.01072661,0.32397530,0.07533272,4500.23453735,434.72077058,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,1,1,0.03042795,0.00005537,0,0.03046077,0.02156890,1.00000000,1.00000000,4500.27486850,-0.04033114,0.04501860,-0.01459065,434.78980953,-0.06903895,28.00000000
pullin_28db_fp31p25_cp0p3,7.00000000,350,Strong,0,1,1,NWPR,200,27.39776148,1,27.41981689,1,27.46876329,0.81775812,1,1,0.40846373,0.03365310,0.30756618,0.07299465,4500.32138851,473.85868300,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,1,1,0.04444846,0.00005011,0,0.02903804,0.01929196,1.00000000,1.00000000,4500.31967397,0.00171453,0.04458108,-0.00013262,473.92282960,-0.06414659,28.00000000
pullin_28db_fp31p25_cp0p3,8.00000000,400,Strong,0,1,1,NWPR,200,27.37213161,1,28.04543186,1,27.21641111,0.84639836,1,1,-0.57603962,-0.00044261,0.31814825,0.06555893,4500.36909615,512.99388030,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,1,1,0.04535707,0.00004535,0,0.02858404,0.01795730,1.00000000,1.00000000,4500.36400832,0.00508783,0.04407656,0.00128051,513.05623728,-0.06235698,28.00000000
pullin_28db_fp31p25_cp0p3,9.00000000,450,Strong,0,1,1,NWPR,200,27.42589859,1,26.46041800,1,27.42761205,0.88718142,1,1,0.30227445,-0.00957856,0.29797829,0.05641741,4500.41351364,552.12871188,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,1,1,0.04528758,0.00004104,0,0.02816785,0.01701680,1.00000000,1.00000000,4500.40780525,0.00570839,0.04350650,0.00178108,552.19002818,-0.06131630,28.00000000
