scenario,time_s,frame_id,event,from_state,to_state,command_id
pullin_30db_fp62p5_cp0p3,2.28000000,114,StateRequested,Lock,Strong,115
pullin_30db_fp62p5_cp0p3,2.30000000,115,StateCommitted,Lock,Strong,115
pullin_30db_fp62p5_cp0p3,10.10000000,505,StateRequested,Strong,LongFast,506
pullin_30db_fp62p5_cp0p3,10.12000000,506,StateCommitted,Strong,LongFast,506
pullin_30db_fp62p5_cp0p3,13.30000000,665,StateRequested,LongFast,LongLock,666
pullin_30db_fp62p5_cp0p3,13.32000000,666,StateCommitted,LongFast,LongLock,666
pullin_30db_fp62p5_cp0p3,16.50000000,825,StateRequested,LongLock,Medium,826
pullin_30db_fp62p5_cp0p3,16.52000000,826,StateCommitted,LongLock,Medium,826
pullin_40db_fp62p5_cp0p3,0.56000000,28,SyncReady,PullIn,PullIn,28
pullin_40db_fp62p5_cp0p3,1.10000000,55,StateRequested,PullIn,Lock,56
pullin_40db_fp62p5_cp0p3,1.12000000,56,StateCommitted,PullIn,Lock,56
pullin_40db_fp62p5_cp0p3,1.12000000,56,TrackingReady,PullIn,Lock,56
pullin_40db_fp62p5_cp0p3,2.18000000,109,StateRequested,Lock,Strong,110
pullin_40db_fp62p5_cp0p3,2.20000000,110,StateCommitted,Lock,Strong,110
