scenario,time_s,frame_id,event,from_state,to_state,command_id
pullin_22db_fm62p5_cp0p30,1.78000000,89,SyncReady,PullIn,PullIn,89
pullin_22db_fm62p5_cp0p30,2.16000000,108,StateRequested,PullIn,Lock,109
pullin_22db_fm62p5_cp0p30,2.18000000,109,StateCommitted,PullIn,Lock,109
pullin_22db_fm62p5_cp0p30,2.18000000,109,TrackingReady,PullIn,Lock,109
pullin_22db_fm62p5_cp0p30,7.16000000,358,StateRequested,Lock,LongFast,359
pullin_22db_fm62p5_cp0p30,7.18000000,359,StateCommitted,Lock,LongFast,359
pullin_22db_fm62p5_cp0p30,13.40000000,670,StateRequested,LongFast,LongLock,671
pullin_22db_fm62p5_cp0p30,13.42000000,671,StateCommitted,LongFast,LongLock,671
pullin_22db_fm62p5_cp0p30,16.60000000,830,StateRequested,LongLock,Medium,831
pullin_22db_fm62p5_cp0p30,16.62000000,831,StateCommitted,LongLock,Medium,831
pullin_22db_fp0p0_cp0p30,1.82000000,91,SyncReady,PullIn,PullIn,91
pullin_22db_fp0p0_cp0p30,2.20000000,110,StateRequested,PullIn,Lock,111
pullin_22db_fp0p0_cp0p30,2.22000000,111,StateCommitted,PullIn,Lock,111
pullin_22db_fp0p0_cp0p30,2.22000000,111,TrackingReady,PullIn,Lock,111
pullin_22db_fp0p0_cp0p30,7.20000000,360,StateRequested,Lock,LongFast,361
pullin_22db_fp0p0_cp0p30,7.22000000,361,StateCommitted,Lock,LongFast,361
pullin_22db_fp0p0_cp0p30,10.40000000,520,StateRequested,LongFast,LongLock,521
pullin_22db_fp0p0_cp0p30,10.42000000,521,StateCommitted,LongFast,LongLock,521
pullin_22db_fp0p0_cp0p30,13.60000000,680,StateRequested,LongLock,Medium,681
pullin_22db_fp0p0_cp0p30,13.62000000,681,StateCommitted,LongLock,Medium,681
pullin_22db_fp62p5_cm0p3,1.62000000,81,SyncReady,PullIn,PullIn,81
pullin_22db_fp62p5_cm0p3,2.00000000,100,StateRequested,PullIn,Lock,101
pullin_22db_fp62p5_cm0p3,2.02000000,101,StateCommitted,PullIn,Lock,101
pullin_22db_fp62p5_cm0p3,2.02000000,101,TrackingReady,PullIn,Lock,101
pullin_22db_fp62p5_cm0p3,7.00000000,350,StateRequested,Lock,LongFast,351
pullin_22db_fp62p5_cm0p3,7.02000000,351,StateCommitted,Lock,LongFast,351
pullin_22db_fp62p5_cm0p3,10.20000000,510,StateRequested,LongFast,LongLock,511
pullin_22db_fp62p5_cm0p3,10.22000000,511,StateCommitted,LongFast,LongLock,511
pullin_22db_fp62p5_cm0p3,13.40000000,670,StateRequested,LongLock,Medium,671
pullin_22db_fp62p5_cm0p3,13.42000000,671,StateCommitted,LongLock,Medium,671
pullin_22db_fp62p5_cp0p0,1.66000000,83,SyncReady,PullIn,PullIn,83
pullin_22db_fp62p5_cp0p0,2.10000000,105,StateRequested,PullIn,Lock,106
pullin_22db_fp62p5_cp0p0,2.12000000,106,StateCommitted,PullIn,Lock,106
pullin_22db_fp62p5_cp0p0,2.12000000,106,TrackingReady,PullIn,Lock,106
pullin_22db_fp62p5_cp0p0,7.10000000,355,StateRequested,Lock,LongFast,356
pullin_22db_fp62p5_cp0p0,7.12000000,356,StateCommitted,Lock,LongFast,356
pullin_22db_fp62p5_cp0p0,10.30000000,515,StateRequested,LongFast,LongLock,516
pullin_22db_fp62p5_cp0p0,10.32000000,516,StateCommitted,LongFast,LongLock,516
pullin_22db_fp62p5_cp0p0,13.50000000,675,StateRequested,LongLock,Medium,676
pullin_22db_fp62p5_cp0p0,13.52000000,676,StateCommitted,LongLock,Medium,676
pullin_22db_fp62p5_cp0p30,1.78000000,89,SyncReady,PullIn,PullIn,89
pullin_22db_fp62p5_cp0p30,2.16000000,108,StateRequested,PullIn,Lock,109
pullin_22db_fp62p5_cp0p30,2.18000000,109,StateCommitted,PullIn,Lock,109
pullin_22db_fp62p5_cp0p30,2.18000000,109,TrackingReady,PullIn,Lock,109
pullin_22db_fp62p5_cp0p30,7.16000000,358,StateRequested,Lock,LongFast,359
