scenario,time_s,frame_id,state,state_pending,frame_valid,cn0_valid,cn0_method,cn0_window_blocks,cn0_db_hz,cn0_fast_valid,cn0_fast_db_hz,cn0_control_valid,cn0_control_db_hz,pli,fll_locked,dll_locked,fll_latest_hz,fll_mean_hz,fll_se_hz,dll_mean_chips,doppler_hz,tracked_code_phase_chips,coherent_ms,noncoherent_blocks,carrier_obs_ms,carrier_update_ms,dll_obs_ms,dll_update_ms,use_phase,use_frequency,carrier_rate_hz_s,kf_rate_noise_hz2_s3,kf_health_valid,kf_freq_sigma_hz,kf_rate_sigma_hz_s,kf_freq_nis,kf_freq_accept_ratio,truth_doppler_hz,doppler_error_hz,truth_doppler_rate_hz_s,rate_error_hz_s,truth_code_phase_chips,code_phase_error_chips,truth_cn0_db_hz
pullin_28db_fp31p25_cp0p3,0.02000000,1,PullIn,0,1,0,M2M4,1000,0.00000000,0,0.00000000,0,0.00000000,0.43131995,0,1,0.00000000,0.00000000,0.00000000,-0.06061784,4468.75000000,201.07717391,1.00000000,20.00000000,100.00000000,20.00000000,20.00000000,20.00000000,0,1,0.00000000,0.00010000,0,100.00000060,0.50000200,1.00000000,1.00000000,4500.00092360,-31.25092360,0.04618032,-0.04618032,200.78260878,0.29456514,28.00000000
pullin_28db_fp31p25_cp0p3,1.00000000,50,PullIn,0,1,1,M2M4,1000,28.09947136,0,0.00000000,0,0.00000000,0.12090940,1,1,-1.14381378,0.80008912,0.68905020,-0.02388137,4500.07381237,239.09389558,1.00000000,20.00000000,100.00000000,20.00000000,20.00000000,20.00000000,0,1,-0.00105463,0.00009122,1,2.90255337,0.49947199,0.16147630,1.00000000,4500.04617798,0.02763439,0.04616406,-0.04721869,239.13063557,-0.03673998,28.00000000
pullin_28db_fp31p25_cp0p3,2.00000000,100,Lock,0,1,0,NWPR,1500,0.00000000,0,0.00000000,0,0.00000000,0.97756156,0,1,3.82695694,-1.51694089,5.34389783,-0.08768222,4499.58230657,278.07668744,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,1,1,-0.04547613,0.00008255,0,1.28447200,0.48936433,1.00000000,1.00000000,4500.09230423,-0.50999766,0.04607652,-0.09155265,278.26167251,-0.18498507,28.00000000
pullin_28db_fp31p25_cp0p3,3.00000000,150,Lock,0,1,0,NWPR,1500,0.00000000,1,27.43721744,1,27.56839230,0.74367656,1,1,-1.63495433,0.01437816,0.59547691,0.07212285,4500.16331571,317.41482473,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,1,1,0.13125050,0.00007470,0,0.11115629,0.20164325,1.00000000,1.00000000,4500.13830723,0.02500848,0.04591762,0.08533288,317.39311007,0.02171466,28.00000000
pullin_28db_fp31p25_cp0p3,4.00000000,200,Strong,0,1,0,NWPR,200,0.00000000,1,28.38040675,1,28.06023556,0.77832942,1,1,0.78672532,-0.13515385,0.75444292,-0.01836419,4500.17528179,356.55867435,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,1,1,0.05210324,0.00006760,0,0.04988356,0.05017141,1.00000000,1.00000000,4500.18411585,-0.00883405,0.04568784,0.00641540,356.52494686,0.03372750,28.00000000
pullin_28db_fp31p25_cp0p3,5.00000000,250,Strong,0,1,0,NWPR,200,0.00000000,1,27.97741033,1,27.47771635,0.83694460,1,1,3.59155904,0.00092052,0.38636701,-0.04162611,4500.24595799,395.72962728,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,1,1,0.05987503,0.00006118,0,0.03593087,0.02804213,1.00000000,1.00000000,4500.22965952,0.01629846,0.04538788,0.01448715,395.65718088,0.07244640,28.00000000
pullin_28db_fp31p25_cp0p3,6.00000000,300,Strong,0,1,1,NWPR,200,27.54949522,1,27.39792588,1,27.25437405,0.85240681,1,1,0.30143657,-0.01106243,0.30654428,-0.04703937,4500.30440805,434.90252632,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,1,1,0.05958204,0.00005537,0,0.03144539,0.02204811,1.00000000,1.00000000,4500.27486850,0.02953955,0.04501860,0.01456344,434.78980953,0.11271679,28.00000000
pullin_28db_fp31p25_cp0p3,7.00000000,350,Strong,0,1,1,NWPR,200,27.51938619,1,26.68854233,1,26.93266272,0.81294298,1,1,-6.65271161,-0.07176699,0.33277590,-0.07851223,4500.32789673,474.05432280,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,1,1,0.05055911,0.00005011,0,0.02958204,0.01951848,1.00000000,1.00000000,4500.31967397,0.00822276,0.04458108,0.00597804,473.92282960,0.13149320,28.00000000
pullin_28db_fp31p25_cp0p3,8.00000000,400,Strong,0,1,1,NWPR,200,27.31346917,1,26.84658223,1,26.63267970,0.79003861,1,1,4.47682012,0.02644215,0.39463176,-0.09968037,4500.36409182,513.20757347,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,1,1,0.04734984,0.00004535,0,0.02917848,0.01810966,1.00000000,1.00000000,4500.36400832,0.00008350,0.04407656,0.00327327,513.05623728,0.15133620,28.00000000
pullin_28db_fp31p25_cp0p3,9.00000000,450,Strong,0,1,1,NWPR,200,27.11080956,1,25.92631008,1,26.63764664,0.82786159,1,1,3.86778396,0.01866504,0.40009778,-0.12258757,4500.40905112,552.34886144,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,1,1,0.04711466,0.00004104,0,0.02890121,0.01713582,1.00000000,1.00000000,4500.40780525,0.00124587,0.04350650,0.00360817,552.19002818,0.15883326,28.00000000
