time_s,state,frame_valid,cn0_valid,cn0_method,cn0_db_hz,pli,fll_locked,dll_locked,doppler_hz,truth_doppler_hz,doppler_error_hz,tracked_code_phase_chips,truth_code_phase_chips,code_phase_error_chips,truth_cn0_db_hz
0.02000000,Deep,1,0,NWPR,0.00000000,1.00000000,0,0,4499.90030000,4500.00092360,-0.10062360,200.16795282,200.11795545,0.04999737,7.00000000
1.00000000,Deep,1,0,NWPR,0.00000000,0.39565303,1,1,4500.00032445,4500.04616798,-0.04584353,205.95203051,205.89780221,0.05422830,7.00000000
2.00000000,Deep,1,0,NWPR,0.00000000,0.15277476,0,1,4499.93979295,4500.09226423,-0.15247128,211.85077039,211.79566489,0.05510549,7.00000000
3.00000000,Deep,1,0,NWPR,0.00000000,0.10058413,1,1,4500.14195529,4500.13821723,0.00373806,217.74262299,217.69358790,0.04903509,7.00000000
4.00000000,Deep,1,0,NWPR,0.00000000,0.06193809,1,1,4500.15578582,4500.18395585,-0.02817002,223.63142408,223.59157100,0.03985308,7.00000000
5.00000000,Deep,1,0,NWPR,0.00000000,0.20828966,1,1,4500.34792590,4500.22940952,0.11851638,229.52892882,229.48961387,0.03931495,7.00000000
6.00000000,Deep,1,0,NWPR,0.00000000,0.19046735,1,1,4500.28281384,4500.27450850,0.00830534,235.43110392,235.38771609,0.04338783,7.00000000
7.00000000,Deep,1,0,NWPR,0.00000000,0.28993093,1,1,4500.24183778,4500.31918397,-0.07734619,241.33040710,241.28587714,0.04452996,7.00000000
8.00000000,Deep,1,0,NWPR,0.00000000,0.23721781,1,1,4500.26456170,4500.36336832,-0.09880662,247.23085079,247.18409644,0.04675436,7.00000000
9.00000000,Deep,1,0,NWPR,0.00000000,0.24327402,1,1,4500.59301315,4500.40699525,0.18601790,253.12795439,253.08237328,0.04558112,7.00000000
10.00000000,Deep,1,1,NWPR,7.26993615,0.13722570,1,1,4500.65275048,4500.45000000,0.20275048,259.02532584,258.98070690,0.04461894,7.00000000
11.00000000,Deep,1,1,NWPR,7.34553524,0.04460207,1,1,4500.55926473,4500.49231952,0.06694521,264.91891485,264.87909644,0.03981842,7.00000000
12.00000000,Deep,1,1,NWPR,6.72144885,0.28958454,1,1,4500.56903985,4500.53389263,0.03514722,270.80990216,270.77754096,0.03236120,7.00000000
13.00000000,Deep,1,1,NWPR,6.00381241,0.18557870,1,1,4500.63545837,4500.57466020,0.06079817,276.70041519,276.67603945,0.02437574,7.00000000
14.00000000,Deep,1,1,NWPR,5.67525685,0.07131161,1,1,4500.68161517,4500.61456530,0.06704987,282.59803791,282.57459081,0.02344710,7.00000000
15.00000000,Deep,1,1,NWPR,5.86852068,0.05015795,1,1,4501.02131084,4500.65355339,0.36775744,288.50203507,288.47319387,0.02884120,7.00000000
16.00000000,Deep,1,1,NWPR,5.14639614,0.11031766,1,1,4501.19868292,4500.69157241,0.50711051,294.40723646,294.37184740,0.03538905,7.00000000
17.00000000,Deep,1,1,NWPR,2.79871769,0.15154989,1,1,4501.44594771,4500.72857298,0.71737473,300.31144639,300.27055010,0.04089628,7.00000000
18.00000000,Deep,1,1,NWPR,2.84780516,0.22930618,1,1,4501.42969527,4500.76450850,0.66518677,306.21236965,306.16930060,0.04306904,7.00000000
19.00000000,Deep,1,1,NWPR,-0.24496724,0.32571783,1,1,4501.50354959,4500.79933528,0.70421431,312.10923391,312.06809748,0.04113643,7.00000000
20.00000000,Deep,1,1,NWPR,2.02710607,0.06974841,1,1,4501.59850721,4500.83301270,0.76549451,318.01267269,317.96693925,0.04573344,7.00000000
21.00000000,Deep,1,1,NWPR,2.50634512,0.27205890,1,1,4501.75137229,4500.86550326,0.88586903,323.91487805,323.86582439,0.04905366,7.00000000
22.00000000,Deep,1,1,NWPR,2.54380783,0.07472191,1,1,4501.79597249,4500.89677273,0.89919976,329.81149320,329.76475131,0.04674189,7.00000000
23.00000000,Deep,1,1,NWPR,1.74334517,0.22287697,1,1,4501.86527288,4500.92679021,0.93848266,335.70884957,335.66371839,0.04513117,7.00000000
24.00000000,Deep,1,0,NWPR,-2.40769376,0.32323058,1,1,4501.71101439,4500.95552826,0.75548614,341.61690855,341.56272399,0.05418456,7.00000000
25.00000000,Deep,1,0,NWPR,-2.65954762,0.15404809,1,1,4501.65147167,4500.98296291,0.66850876,347.51984458,347.46176639,0.05807819,7.00000000
26.00000000,Deep,1,1,NWPR,-2.57411521,0.23522435,1,1,4501.28930789,4501.00907380,0.28023409,353.41102628,353.36084389,0.05018239,7.00000000
27.00000000,Deep,1,1,NWPR,1.05744526,0.22791439,1,1,4501.34617896,4501.03384417,0.31233479,359.30847622,359.25995473,0.04852150,7.00000000
28.00000000,Deep,1,1,NWPR,2.13354711,0.17623537,1,1,4501.27801750,4501.05726095,0.22075656,365.21148769,365.15909715,0.05239055,7.00000000
29.00000000,Deep,1,1,NWPR,3.12610157,0.04742055,1,1,4501.34942304,4501.07931477,0.27010827,371.10679196,371.05826936,0.04852260,7.00000000
30.00000000,Deep,1,1,NWPR,2.76900371,0.17191968,1,1,4501.35521893,4501.10000000,0.25521893,377.00455439,376.95746959,0.04708480,7.00000000
31.00000000,Deep,1,1,NWPR,2.57896516,0.25082044,1,1,4501.35875514,4501.11931477,0.23944037,382.90375742,382.85669603,0.04706140,7.00000000
32.00000000,Deep,1,1,NWPR,2.20051056,0.23168840,1,1,4501.38949074,4501.13726095,0.25222979,388.81286404,388.75594688,0.05691716,7.00000000
33.00000000,Deep,1,1,NWPR,1.93843349,0.24846186,1,1,4501.01234706,4501.15384417,-0.14149711,394.71596926,394.65522036,0.06074890,7.00000000
34.00000000,Deep,1,1,NWPR,1.96509413,0.04816213,1,1,4501.24971998,4501.16907380,0.08064618,400.60937586,400.55451469,0.05486117,7.00000000
35.00000000,Deep,1,1,NWPR,3.98793398,0.07855684,1,1,4501.21446940,4501.18296291,0.03150649,406.50943174,406.45382809,0.05560364,7.00000000
