"time_s","state","frame_valid","cn0_valid","cn0_method","cn0_db_hz","truth_cn0_db_hz","pli","pll_enabled","pll_control_hz","fll_locked","dll_locked","doppler_hz","truth_doppler_hz","doppler_error_hz","tracked_code_phase_chips","truth_code_phase_chips","code_phase_error_chips"
"29.00000000","Strong","1","1","NWPR","39.61728208","40.00000000","0.98582894","1","0.01658975","1","1","4501.09888168","4501.07931477","0.01956691","1334.93621558","1334.93443065","0.00178492"
"30.00000000","Strong","1","1","NWPR","39.45764639","40.00000000","0.98924282","1","-0.03133121","1","1","4501.07088820","4501.10000000","-0.02911180","1374.07619768","1374.07434171","0.00185597"
"31.00000000","Strong","1","1","NWPR","39.41666831","39.47200000","0.98983175","1","0.00039365","1","1","4501.12246717","4501.11931477","0.00315240","1413.21444106","1413.21442668","0.00001438"
"32.00000000","Strong","1","1","NWPR","39.11710443","38.93866667","0.98771926","1","-0.01915774","1","1","4501.11850965","4501.13726095","-0.01875130","1452.35496614","1452.35467365","0.00029249"
"33.00000000","Strong","1","1","NWPR","38.84092858","38.40533333","0.98595748","1","0.04613271","1","1","4501.20936226","4501.15384417","0.05551809","1491.49792079","1491.49507075","0.00285005"
"34.00000000","Strong","1","1","NWPR","38.17400006","37.87200000","0.98384620","1","-0.19980814","1","1","4500.96298955","4501.16907380","-0.20608425","1530.63900731","1530.63560615","0.00340116"
"35.00000000","Strong","1","1","NWPR","37.42067105","37.33866667","0.97854554","1","-0.06515164","1","1","4501.11931377","4501.18296291","-0.06364914","1569.77718355","1569.77626814","0.00091541"
"36.00000000","Strong","1","1","NWPR","36.87811939","36.80533333","0.97798023","1","0.10462962","1","1","4501.30931729","4501.19552826","0.11378903","1608.91765033","1608.91704514","0.00060519"
"37.00000000","Strong","1","1","NWPR","36.19748176","36.27200000","0.97474084","1","-0.11353483","1","1","4501.08684016","4501.20679021","-0.11995005","1648.06312921","1648.05792573","0.00520348"
"38.00000000","Strong","1","1","NWPR","35.71136333","35.73866667","0.97097739","1","0.07946055","1","1","4501.30373088","4501.21677273","0.08695815","1687.20373019","1687.19889866","0.00483153"
"39.00000000","Strong","1","1","NWPR","35.43343753","35.20533333","0.96750159","1","0.03211500","1","1","4501.26112835","4501.22550326","0.03562509","1726.34839849","1726.33995293","0.00844556"
"40.00000000","Strong","1","1","NWPR","34.93669962","34.67200000","0.95359692","1","0.04001520","1","1","4501.28036130","4501.23301270","0.04734860","1765.48874235","1765.48107778","0.00766457"
"41.00000000","Strong","1","1","NWPR","34.14529930","34.13866667","0.95721337","1","0.17848795","1","1","4501.42935564","4501.23933528","0.19002036","1804.62689672","1804.62226275","0.00463397"
"42.00000000","Strong","1","1","NWPR","33.66751170","33.60533333","0.95085564","1","0.00923832","1","1","4501.25804060","4501.24450850","0.01353211","1843.76672332","1843.76349767","0.00322565"
"43.00000000","Strong","1","1","NWPR","33.15220748","33.07200000","0.94871066","1","-0.23809343","1","1","4501.00334574","4501.24857298","-0.24522724","1882.90958481","1882.90477273","0.00481208"
"44.00000000","Strong","1","1","NWPR","32.62535048","32.53866667","0.93627557","1","0.15482493","1","1","4501.41309862","4501.25157241","0.16152621","1922.05004296","1922.04607846","0.00396450"
"45.00000000","Strong","1","1","NWPR","32.08470947","32.00533333","0.92295634","1","0.15521480","1","1","4501.40504034","4501.25355339","0.15148695","1961.18685991","1961.18740582","-0.00054591"
"46.00000000","Strong","1","1","NWPR","31.64009187","31.47200000","0.94048448","1","-0.12303742","1","1","4501.13155654","4501.25456530","-0.12300876","2000.33016048","2000.32874615","0.00141434"
"47.00000000","Strong","1","1","NWPR","31.27449300","30.93866667","0.92376050","1","0.04273079","1","1","4501.29001209","4501.25466020","0.03535190","2039.47101758","2039.47009125","0.00092633"
"48.00000000","Strong","1","1","NWPR","31.08831502","30.40533333","0.92093758","1","0.41570884","1","1","4501.69803446","4501.25389263","0.44414184","2078.60634170","2078.61143339","-0.00509169"
"49.00000000","Strong","1","1","NWPR","30.81210370","29.87200000","0.90210071","1","-0.01116851","1","1","4501.24629654","4501.25231952","-0.00602298","2117.74673468","2117.75276531","-0.00603063"
"50.00000000","Strong","1","1","NWPR","30.31280699","29.33866667","0.89340172","1","-0.02540347","1","1","4501.24938907","4501.25000000","-0.00061093","2156.88754259","2156.89408026","-0.00653767"
"51.00000000","Strong","1","1","NWPR","29.68246826","28.80533333","0.90322816","1","0.14833135","1","1","4501.40549281","4501.24699525","0.15849756","2196.03334403","2196.03537202","-0.00202799"
"52.00000000","Strong","1","1","NWPR","29.10911864","28.27200000","0.88695829","1","-0.22589519","1","1","4501.00687250","4501.24336832","-0.23649582","2235.17040409","2235.17663490","-0.00623080"
"53.00000000","Strong","1","1","NWPR","28.55733256","27.73866667","0.86915274","1","-0.20488651","1","1","4501.02598196","4501.23918397","-0.21320201","2274.31457699","2274.31786376","-0.00328678"
"54.00000000","Strong","1","1","NWPR","28.06113431","27.20533333","0.85161729","1","0.12979941","1","1","4501.36928225","4501.23450850","0.13477376","2313.46026190","2313.45905406","0.00120784"
"55.00000000","Strong","1","1","NWPR","27.62776278","26.67200000","0.85027900","1","-0.62649965","1","1","4500.57280275","4501.22940952","-0.65660677","2352.60891797","2352.60020182","0.00871616"
"56.00000000","LongFast","1","1","NWPR","27.34599274","26.13866667","0.72266757","1","0.25272015","1","1","4501.26397256","4501.22395585","0.04001671","2391.73340322","2391.74130364","-0.00790042"
"57.00000000","LongFast","1","1","NWPR","27.34599274","25.60533333","0.50329917","1","0.35788467","1","1","4501.56205274","4501.21821723","0.34383551","2430.81839574","2430.88235674","-0.06396100"
"58.00000000","LongFast","1","1","NWPR","27.34599274","25.07200000","0.44845846","1","-1.08403272","1","1","4500.24447204","4501.21226423","-0.96779219","2470.00400504","2470.02335897","-0.01935393"
"59.00000000","LongLock","1","1","NWPR","27.34599274","24.53866667","0.32972206","1","-0.31355344","1","1","4500.65799141","4501.20616798","-0.54817657","2509.32280802","2509.16430875","0.15849927"
"60.00000000","LongLock","1","1","NWPR","26.11768593","24.00533333","0.32765948","1","0.21456805","1","1","4501.42726166","4501.20000000","0.22726166","2548.43621149","2548.30520516","0.13100633"
"61.00000000","LongLock","1","1","NWPR","24.74843474","23.73600000","0.53112561","1","-0.46676009","1","1","4500.83865446","4501.19383202","-0.35517756","2587.57274513","2587.44604788","0.12669725"
"62.00000000","Medium","1","1","NWPR","23.88208908","23.46933333","0.24507279","1","0.00000000","0","0","4501.13616600","4501.18773577","-0.05156976","2626.62587656","2626.58683723","0.03903933"
"63.00000000","Medium","1","1","NWPR","23.88208908","23.20266667","0.35640206","1","0.22815978","1","1","4501.75267867","4501.18178277","0.57089591","2665.75890969","2665.72757413","0.03133556"
