scenario,time_s,frame_id,state,state_pending,frame_valid,cn0_valid,cn0_method,cn0_window_blocks,cn0_db_hz,cn0_fast_valid,cn0_fast_db_hz,cn0_control_valid,cn0_control_db_hz,pli,fll_locked,dll_locked,fll_latest_hz,fll_mean_hz,fll_se_hz,dll_mean_chips,doppler_hz,tracked_code_phase_chips,coherent_ms,noncoherent_blocks,carrier_obs_ms,carrier_update_ms,dll_obs_ms,dll_update_ms,use_phase,use_frequency,carrier_rate_hz_s,kf_rate_noise_hz2_s3,kf_health_valid,kf_freq_sigma_hz,kf_rate_sigma_hz_s,kf_freq_nis,kf_freq_accept_ratio,truth_doppler_hz,doppler_error_hz,truth_doppler_rate_hz_s,rate_error_hz_s,truth_code_phase_chips,code_phase_error_chips,truth_cn0_db_hz
pullin_28db_fp31p25_cp0p3,0.02000000,1,PullIn,0,1,0,M2M4,1000,0.00000000,0,0.00000000,0,0.00000000,0.18191756,0,1,0.00000000,0.00000000,0.00000000,-0.05196926,4468.75000000,201.07717391,1.00000000,20.00000000,100.00000000,20.00000000,20.00000000,20.00000000,0,1,0.00000000,0.00010000,0,100.00000060,0.50000200,1.00000000,1.00000000,4500.00092360,-31.25092360,0.04618032,-0.04618032,200.78260878,0.29456514,28.00000000
pullin_28db_fp31p25_cp0p3,1.00000000,50,PullIn,0,1,1,M2M4,1000,26.18350324,0,0.00000000,0,0.00000000,0.21307386,1,1,-1.05315855,0.77839028,0.69654047,-0.02171874,4500.05281018,239.07155651,1.00000000,20.00000000,100.00000000,20.00000000,20.00000000,20.00000000,0,1,0.00083547,0.00009122,1,2.87126020,0.49950807,0.16204901,1.00000000,4500.04617798,0.00663220,0.04616406,-0.04532859,239.13063557,-0.05907905,28.00000000
pullin_28db_fp31p25_cp0p3,2.00000000,100,PullIn,0,1,1,M2M4,1000,28.33483975,0,0.00000000,0,0.00000000,0.19043793,1,1,0.00000000,0.46121001,0.34315424,-0.00153168,4500.07610993,278.06034093,1.00000000,20.00000000,100.00000000,20.00000000,20.00000000,20.00000000,0,1,0.00084029,0.00008255,1,1.62924761,0.49253307,0.02942422,1.00000000,4500.09230423,-0.01619430,0.04607652,-0.04523624,278.26167251,-0.20133159,28.00000000
pullin_28db_fp31p25_cp0p3,3.00000000,150,Lock,0,1,0,NWPR,1500,0.00000000,1,29.47505658,0,0.00000000,0.77175958,1,1,-2.78895247,-0.02544442,0.59843501,0.09349687,4500.20471952,317.48075251,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,1,1,0.20144803,0.00007470,0,0.13380694,0.30508846,1.00000000,1.00000000,4500.13830723,0.06641229,0.04591762,0.15553041,317.39311007,0.08764244,28.00000000
pullin_28db_fp31p25_cp0p3,4.00000000,200,Strong,0,1,0,NWPR,200,0.00000000,1,26.95101525,1,27.48413012,0.79137468,0,0,7.48056232,7.48056232,0.00000000,-0.24000385,4500.10717848,356.61057492,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,1,1,-0.02310315,0.00006760,0,0.05756619,0.06388907,1.00000000,1.00000000,4500.18411585,-0.07693737,0.04568784,-0.06879099,356.52494686,0.08562806,28.00000000
pullin_28db_fp31p25_cp0p3,5.00000000,250,Strong,0,1,0,NWPR,200,0.00000000,1,24.77653268,1,26.32600654,0.77677362,1,1,4.63797041,0.20774443,0.63274718,-0.12075731,4500.23542254,395.76604699,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,1,1,0.04922546,0.00006118,0,0.03767796,0.03073726,1.00000000,1.00000000,4500.22965952,0.00576302,0.04538788,0.00383758,395.65718088,0.10886611,28.00000000
pullin_28db_fp31p25_cp0p3,6.00000000,300,Strong,0,1,0,NWPR,200,0.00000000,1,25.73652126,1,26.41748875,0.79722315,1,1,-3.14054364,0.07530229,0.42659124,-0.12023895,4500.29302210,434.91596656,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,1,1,0.05204870,0.00005537,0,0.03308428,0.02311393,1.00000000,1.00000000,4500.27486850,0.01815360,0.04501860,0.00703010,434.78980953,0.12615703,28.00000000
pullin_28db_fp31p25_cp0p3,7.00000000,350,Strong,0,1,1,NWPR,200,26.89945480,1,26.29481800,1,26.46244751,0.77164701,1,1,9.07325485,0.04165816,0.37285647,-0.13433793,4500.30709857,474.05975200,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,1,1,0.04159486,0.00005011,0,0.03031295,0.01998251,1.00000000,1.00000000,4500.31967397,-0.01257541,0.04458108,-0.00298622,473.92282960,0.13692240,28.00000000
pullin_28db_fp31p25_cp0p3,8.00000000,400,Strong,0,1,1,NWPR,200,26.70502110,1,25.37765113,1,26.40942715,0.82119592,1,1,-0.76363574,-0.00740627,0.35413183,-0.13800717,4500.34177704,513.19565555,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,1,1,0.04008665,0.00004535,0,0.02958762,0.01836364,1.00000000,1.00000000,4500.36400832,-0.02223128,0.04407656,-0.00398991,513.05623728,0.13941828,28.00000000
pullin_28db_fp31p25_cp0p3,9.00000000,450,Strong,0,1,1,NWPR,200,26.47487872,1,29.26061652,1,26.52573801,0.82819971,1,1,-0.56949291,0.01398538,0.35802510,-0.11790085,4500.41883780,552.33934354,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,1,1,0.04781112,0.00004104,0,0.02943169,0.01730995,1.00000000,1.00000000,4500.40780525,0.01103255,0.04350650,0.00430462,552.19002818,0.14931536,28.00000000
