scenario,time_s,frame_id,event,from_state,to_state,command_id
pullin_24db_fm62p5_cp0p3,0.56000000,28,SyncReady,PullIn,PullIn,28
pullin_24db_fm62p5_cp0p3,4.24000000,212,StateRequested,PullIn,Lock,213
pullin_24db_fm62p5_cp0p3,4.26000000,213,StateCommitted,PullIn,Lock,213
pullin_24db_fm62p5_cp0p3,4.26000000,213,TrackingReady,PullIn,Lock,213
pullin_24db_fm62p5_cp0p3,5.82000000,291,StateRequested,Lock,Strong,292
pullin_24db_fm62p5_cp0p3,5.84000000,292,StateCommitted,Lock,Strong,292
pullin_24db_fm62p5_cp0p3,13.22000000,661,StateRequested,Strong,LongFast,662
pullin_24db_fm62p5_cp0p3,13.24000000,662,StateCommitted,Strong,LongFast,662
pullin_24db_fm62p5_cp0p3,16.42000000,821,StateRequested,LongFast,LongLock,822
pullin_24db_fm62p5_cp0p3,16.44000000,822,StateCommitted,LongFast,LongLock,822
pullin_24db_fm62p5_cp0p3,19.62000000,981,StateRequested,LongLock,Medium,982
pullin_24db_fm62p5_cp0p3,19.64000000,982,StateCommitted,LongLock,Medium,982
pullin_24db_fp0_cp0p3,0.56000000,28,SyncReady,PullIn,PullIn,28
pullin_24db_fp0_cp0p3,4.28000000,214,StateRequested,PullIn,Lock,215
pullin_24db_fp0_cp0p3,4.30000000,215,StateCommitted,PullIn,Lock,215
pullin_24db_fp0_cp0p3,4.30000000,215,TrackingReady,PullIn,Lock,215
pullin_24db_fp0_cp0p3,5.86000000,293,StateRequested,Lock,Strong,294
pullin_24db_fp0_cp0p3,5.88000000,294,StateCommitted,Lock,Strong,294
pullin_24db_fp0_cp0p3,13.26000000,663,StateRequested,Strong,LongFast,664
pullin_24db_fp0_cp0p3,13.28000000,664,StateCommitted,Strong,LongFast,664
pullin_24db_fp0_cp0p3,16.46000000,823,StateRequested,LongFast,LongLock,824
pullin_24db_fp0_cp0p3,16.48000000,824,StateCommitted,LongFast,LongLock,824
pullin_24db_fp0_cp0p3,19.66000000,983,StateRequested,LongLock,Medium,984
pullin_24db_fp0_cp0p3,19.68000000,984,StateCommitted,LongLock,Medium,984
pullin_24db_fp62p5_cm0p3,0.56000000,28,SyncReady,PullIn,PullIn,28
pullin_24db_fp62p5_cm0p3,5.96000000,298,StateRequested,PullIn,Lock,299
pullin_24db_fp62p5_cm0p3,5.98000000,299,StateCommitted,PullIn,Lock,299
pullin_24db_fp62p5_cm0p3,5.98000000,299,TrackingReady,PullIn,Lock,299
pullin_24db_fp62p5_cm0p3,7.56000000,378,StateRequested,Lock,Strong,379
pullin_24db_fp62p5_cm0p3,7.58000000,379,StateCommitted,Lock,Strong,379
pullin_24db_fp62p5_cm0p3,14.94000000,747,StateRequested,Strong,LongFast,748
pullin_24db_fp62p5_cm0p3,14.96000000,748,StateCommitted,Strong,LongFast,748
pullin_24db_fp62p5_cm0p3,18.14000000,907,StateRequested,LongFast,LongLock,908
pullin_24db_fp62p5_cm0p3,18.16000000,908,StateCommitted,LongFast,LongLock,908
pullin_24db_fp62p5_cm0p3,21.34000000,1067,StateRequested,LongLock,Medium,1068
pullin_24db_fp62p5_cm0p3,21.36000000,1068,StateCommitted,LongLock,Medium,1068
pullin_24db_fp62p5_cp0,0.56000000,28,SyncReady,PullIn,PullIn,28
pullin_24db_fp62p5_cp0,4.90000000,245,StateRequested,PullIn,Lock,246
pullin_24db_fp62p5_cp0,4.92000000,246,StateCommitted,PullIn,Lock,246
pullin_24db_fp62p5_cp0,4.92000000,246,TrackingReady,PullIn,Lock,246
pullin_24db_fp62p5_cp0,6.16000000,308,StateRequested,Lock,Strong,309
pullin_24db_fp62p5_cp0,6.18000000,309,StateCommitted,Lock,Strong,309
pullin_24db_fp62p5_cp0,13.88000000,694,StateRequested,Strong,LongFast,695
pullin_24db_fp62p5_cp0,13.90000000,695,StateCommitted,Strong,LongFast,695
pullin_24db_fp62p5_cp0,17.08000000,854,StateRequested,LongFast,LongLock,855
pullin_24db_fp62p5_cp0,17.10000000,855,StateCommitted,LongFast,LongLock,855
pullin_24db_fp62p5_cp0,20.28000000,1014,StateRequested,LongLock,Medium,1015
pullin_24db_fp62p5_cp0,20.30000000,1015,StateCommitted,LongLock,Medium,1015
pullin_24db_fp62p5_cp0p3,0.56000000,28,SyncReady,PullIn,PullIn,28
pullin_24db_fp62p5_cp0p3,3.26000000,163,StateRequested,PullIn,Lock,164
pullin_24db_fp62p5_cp0p3,3.28000000,164,StateCommitted,PullIn,Lock,164
pullin_24db_fp62p5_cp0p3,3.28000000,164,TrackingReady,PullIn,Lock,164
pullin_24db_fp62p5_cp0p3,6.26000000,313,StateRequested,Lock,Strong,314
pullin_24db_fp62p5_cp0p3,6.28000000,314,StateCommitted,Lock,Strong,314
pullin_24db_fp62p5_cp0p3,12.24000000,612,StateRequested,Strong,LongFast,613
pullin_24db_fp62p5_cp0p3,12.26000000,613,StateCommitted,Strong,LongFast,613
pullin_24db_fp62p5_cp0p3,15.44000000,772,StateRequested,LongFast,LongLock,773
pullin_24db_fp62p5_cp0p3,15.46000000,773,StateCommitted,LongFast,LongLock,773
pullin_24db_fp62p5_cp0p3,18.64000000,932,StateRequested,LongLock,Medium,933
