time_s,state,frame_valid,cn0_valid,cn0_method,cn0_db_hz,pli,fll_locked,dll_locked,doppler_hz,truth_doppler_hz,doppler_error_hz,tracked_code_phase_chips,truth_code_phase_chips,code_phase_error_chips,truth_cn0_db_hz
0.02000000,PullIn,1,0,M2M4,0.00000000,0.28969136,0,0,4437.50030000,4500.00092360,-62.50062360,200.41631717,200.11795545,0.29836172,40.00000000
1.00000000,PullIn,1,1,M2M4,39.36955039,0.06011394,1,1,4512.62308410,4500.04616798,12.57691612,205.87104851,205.89780221,-0.02675370,40.00000000
2.00000000,Lock,1,0,NWPR,0.00000000,0.44419290,0,1,4501.53044998,4500.09226423,1.43818575,211.80231238,211.79566489,0.00664749,40.00000000
3.00000000,Lock,1,1,NWPR,39.16592733,0.14742314,0,1,4499.94673184,4500.13821723,-0.19148540,217.69752720,217.69358790,0.00393930,40.00000000
4.00000000,Lock,1,1,NWPR,39.35756121,0.05510787,0,1,4500.03361379,4500.18395585,-0.15034206,223.59058928,223.59157100,-0.00098173,40.00000000
5.00000000,Lock,1,1,NWPR,39.41328450,0.01984517,1,1,4499.92382120,4500.22940952,-0.30558832,229.48607288,229.48961387,-0.00354099,40.00000000
6.00000000,Strong,1,1,NWPR,39.35512513,0.39907654,1,1,4500.40854709,4500.27450850,0.13403860,235.38986018,235.38771609,0.00214409,40.00000000
7.00000000,Strong,1,1,NWPR,39.37191146,0.20983645,1,1,4500.25611174,4500.31918397,-0.06307223,241.28860515,241.28587714,0.00272801,40.00000000
8.00000000,Strong,1,1,NWPR,39.48586331,0.20835067,1,1,4500.60918588,4500.36336832,0.24581755,247.18678992,247.18409644,0.00269348,40.00000000
9.00000000,Strong,1,1,NWPR,39.52614210,0.18510852,1,1,4500.39215782,4500.40699525,-0.01483743,253.08438003,253.08237328,0.00200675,40.00000000
10.00000000,Strong,1,1,NWPR,39.55501653,0.15430355,1,1,4500.48690752,4500.45000000,0.03690752,258.98490022,258.98070690,0.00419332,40.00000000
11.00000000,Strong,1,1,NWPR,39.43846569,0.14465830,1,1,4500.42614716,4500.49231952,-0.06617236,264.88169088,264.87909644,0.00259444,40.00000000
12.00000000,Strong,1,1,NWPR,39.44792667,0.14297587,1,1,4500.60050249,4500.53389263,0.06660986,270.78072896,270.77754096,0.00318800,40.00000000
13.00000000,Strong,1,1,NWPR,39.36448763,0.13450237,1,1,4500.15452533,4500.57466020,-0.42013486,276.67772783,276.67603945,0.00168839,40.00000000
14.00000000,Strong,1,1,NWPR,39.38525123,0.11791183,1,1,4500.59238339,4500.61456530,-0.02218191,282.57695120,282.57459081,0.00236039,40.00000000
15.00000000,Strong,1,1,NWPR,39.55552660,0.13638198,1,1,4500.43844058,4500.65355339,-0.21511282,288.47464006,288.47319387,0.00144619,40.00000000
16.00000000,Strong,1,1,NWPR,39.44973230,0.11006231,1,1,4500.59585193,4500.69157241,-0.09572048,294.37220218,294.37184740,0.00035477,40.00000000
17.00000000,Strong,1,1,NWPR,39.51256249,0.09606088,1,1,4500.66969522,4500.72857298,-0.05887776,300.27302965,300.27055010,0.00247954,40.00000000
18.00000000,Strong,1,1,NWPR,39.53898733,0.11269329,1,1,4500.44377816,4500.76450850,-0.32073033,306.17113688,306.16930060,0.00183627,40.00000000
19.00000000,Strong,1,1,NWPR,39.52428310,0.08728032,1,1,4500.98739983,4500.79933528,0.18806454,312.07010879,312.06809748,0.00201131,40.00000000
20.00000000,Strong,1,1,NWPR,39.48949086,0.11769671,1,1,4501.24562856,4500.83301270,0.41261586,317.96750766,317.96693925,0.00056841,40.00000000
21.00000000,Strong,1,1,NWPR,39.42858700,0.07290254,1,1,4500.86930718,4500.86550326,0.00380392,323.86600561,323.86582439,0.00018122,40.00000000
22.00000000,Strong,1,1,NWPR,39.31013533,0.09261145,1,1,4500.86324547,4500.89677273,-0.03352726,329.76402817,329.76475131,-0.00072314,40.00000000
23.00000000,Strong,1,1,NWPR,39.36795303,0.10587683,1,1,4500.44827661,4500.92679021,-0.47851360,335.66250048,335.66371839,-0.00121792,40.00000000
24.00000000,Strong,1,1,NWPR,39.47919990,0.08978654,1,1,4500.99914502,4500.95552826,0.04361676,341.56140261,341.56272399,-0.00132138,40.00000000
25.00000000,Strong,1,1,NWPR,39.43138344,0.08280848,1,1,4501.05813754,4500.98296291,0.07517462,347.46086188,347.46176639,-0.00090451,40.00000000
26.00000000,Strong,1,1,NWPR,39.38227272,0.09762522,1,1,4501.28645564,4501.00907380,0.27738184,353.35907783,353.36084389,-0.00176606,40.00000000
