scenario,time_s,frame_id,state,state_pending,frame_valid,cn0_valid,cn0_method,cn0_window_blocks,cn0_db_hz,cn0_fast_valid,cn0_fast_db_hz,pli,fll_locked,dll_locked,fll_latest_hz,fll_mean_hz,fll_se_hz,dll_mean_chips,doppler_hz,tracked_code_phase_chips,coherent_ms,noncoherent_blocks,carrier_obs_ms,carrier_update_ms,dll_obs_ms,dll_update_ms,use_phase,use_frequency,carrier_rate_hz_s,kf_rate_noise_hz2_s3,kf_health_valid,kf_freq_sigma_hz,kf_rate_sigma_hz_s,kf_freq_nis,kf_freq_accept_ratio,truth_doppler_hz,doppler_error_hz,truth_doppler_rate_hz_s,rate_error_hz_s,truth_code_phase_chips,code_phase_error_chips,truth_cn0_db_hz
pullin_22db_fm62p5_cp0p30,0.02000000,1,PullIn,0,1,0,M2M4,1000,0.00000000,0,0.00000000,0.13638016,0,1,0.00000000,0.00000000,0.00000000,-0.01427441,4562.50000000,200.35925325,1.00000000,20.00000000,100.00000000,20.00000000,20.00000000,20.00000000,0,1,0.00000000,0.00000100,0,100.00000060,0.50000002,1.00000000,1.00000000,4500.00092360,62.49907640,0.04618032,-0.04618032,200.05844156,0.30081168,22.00000000
pullin_22db_fm62p5_cp0p30,1.00000000,50,PullIn,0,1,0,M2M4,1000,0.00000000,0,0.00000000,0.06150978,0,1,2.67343225,-3.48705158,3.22181449,-0.00583249,4500.71778647,203.19045911,1.00000000,20.00000000,100.00000000,20.00000000,20.00000000,20.00000000,0,1,-0.03242195,0.00000092,1,2.55257160,0.49931045,1.06099503,1.00000000,4500.04617798,0.67160850,0.04616406,-0.07858601,202.92209292,0.26836619,22.00000000
pullin_22db_fm62p5_cp0p30,2.00000000,100,PullIn,0,1,0,M2M4,1000,0.00000000,0,0.00000000,0.07737798,1,1,-6.66588735,-1.88520798,1.95803777,-0.01368825,4501.85146410,205.79780034,1.00000000,20.00000000,100.00000000,20.00000000,20.00000000,20.00000000,0,1,-0.02530912,0.00000084,1,1.73977252,0.49331040,0.90856496,1.00000000,4500.09230423,1.75915987,0.04607652,-0.07138564,205.84421580,-0.04641546,22.00000000
pullin_22db_fm62p5_cp0p30,3.00000000,150,Lock,0,1,0,NWPR,500,0.00000000,1,22.71374582,0.46342478,1,0,1.65383024,-0.30518061,0.96353482,0.12263569,4501.19264502,208.61172884,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,0,1,-0.14314116,0.00000077,1,0.59405364,0.46845897,1.70327631,1.00000000,4500.13830723,1.05433779,0.04591762,-0.18905878,208.76636861,-0.15463977,22.00000000
pullin_22db_fm62p5_cp0p30,4.00000000,200,Lock,0,1,0,NWPR,200,0.00000000,1,20.69849584,0.08138287,1,1,6.82353530,-0.31934799,0.55306524,0.09572680,4500.58398122,211.67943397,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,0,1,-0.33530193,0.00000071,1,0.49859277,0.38939740,1.90360798,1.00000000,4500.18411585,0.39986537,0.04568784,-0.38098977,211.68855123,-0.00911725,22.00000000
pullin_22db_fm62p5_cp0p30,5.00000000,250,Lock,0,1,0,NWPR,200,0.00000000,1,20.56246083,0.37688405,1,1,10.48529480,-0.10814946,0.43906250,0.06014941,4500.49483206,214.68657158,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,0,1,-0.20176276,0.00000065,1,0.48192830,0.28249941,2.30136213,1.00000000,4500.22965952,0.26517254,0.04538788,-0.24715064,214.61076351,0.07580807,22.00000000
pullin_22db_fm62p5_cp0p30,6.00000000,300,Lock,0,1,0,NWPR,200,0.00000000,1,21.68102565,0.41633053,1,1,-0.54645785,-0.04593475,0.40767587,0.00285889,4500.21651570,217.56330832,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,0,1,-0.23168084,0.00000060,1,0.44817252,0.20149574,1.77109543,1.00000000,4500.27486850,-0.05835280,0.04501860,-0.27669944,217.53300526,0.03030307,22.00000000
pullin_22db_fm62p5_cp0p30,7.00000000,350,Lock,0,1,1,NWPR,200,20.90497077,1,22.04256987,0.56258934,1,1,3.60111207,0.24367991,0.40932112,-0.00308541,4500.10634370,220.48628414,20.00000000,1.00000000,20.00000000,20.00000000,20.00000000,20.00000000,0,1,-0.19685562,0.00000055,1,0.48572472,0.16685210,1.20840009,1.00000000,4500.31967397,-0.21333028,0.04458108,-0.24143670,220.45527624,0.03100791,22.00000000
pullin_22db_fm62p5_cp0p30,8.00000000,400,LongFast,0,1,1,NWPR,200,20.95087600,1,22.10658509,0.12928232,1,1,1.99375793,0.25733855,1.05892888,-0.00531162,4499.96181825,223.30727534,20.00000000,8.00000000,160.00000000,160.00000000,160.00000000,160.00000000,0,1,-0.18426676,0.00000051,0,0.58639677,0.15583479,0.57596781,1.00000000,4500.36400832,-0.40219007,0.04407656,-0.22834333,223.37757616,-0.07030082,22.00000000
pullin_22db_fm62p5_cp0p30,9.00000000,450,LongFast,0,1,1,NWPR,200,21.19335252,1,20.79697161,0.15471979,1,1,-0.07073607,-0.03305948,0.41943465,0.02075834,4499.75635301,226.31955418,20.00000000,8.00000000,160.00000000,160.00000000,160.00000000,160.00000000,0,1,-0.18845896,0.00000047,1,0.70328053,0.15024956,0.22710047,1.00000000,4500.40780525,-0.65145224,0.04350650,-0.23196546,226.29990470,0.01964948,22.00000000
pullin_22db_fm62p5_cp0p30,10.00000000,500,LongFast,0,1,1,NWPR,200,21.52153101,1,20.89445094,0.12689334,1,1,2.68569414,-0.38978014,0.84882610,0.00471177,4499.43794302,229.23974614,20.00000000,8.00000000,160.00000000,160.00000000,160.00000000,160.00000000,0,1,-0.21034580,0.00000044,1,0.79774072,0.14225005,0.61930928,1.00000000,4500.45100000,-1.01305698,0.04287249,-0.25321829,229.22226149,0.01748465,22.00000000
pullin_22db_fm62p5_cp0p30,11.00000000,550,LongLock,0,1,1,NWPR,200,21.63781505,1,22.77393136,0.10563771,1,1,1.28515955,1.19834261,0.08681694,-0.04172637,4499.53704827,232.10808982,20.00000000,8.00000000,160.00000000,160.00000000,160.00000000,160.00000000,0,1,-0.16507864,0.00000041,0,0.86521642,0.13237484,0.74113689,1.00000000,4500.49352952,-0.95648124,0.04217634,-0.20725498,232.14464612,-0.03655630,22.00000000
