time_s,state,frame_valid,cn0_valid,cn0_method,cn0_db_hz,pli,fll_locked,dll_locked,doppler_hz,truth_doppler_hz,doppler_error_hz,tracked_code_phase_chips,truth_code_phase_chips,code_phase_error_chips,truth_cn0_db_hz
0.02000000,Deep,1,0,NWPR,0.00000000,1.00000000,0,0,4499.90000000,4500.00092360,-0.10092360,200.16795282,200.11795545,0.04999737,12.00000000
1.00000000,Deep,1,0,NWPR,0.00000000,0.38883836,1,1,4499.83614153,4500.04616798,-0.21002645,205.94882340,205.89780221,0.05102119,12.00000000
2.00000000,Deep,1,0,NWPR,0.00000000,0.32195864,1,1,4499.73519484,4500.09226423,-0.35706939,211.84455131,211.79566489,0.04888642,12.00000000
3.00000000,Deep,1,0,NWPR,0.00000000,0.18656156,1,1,4499.81513561,4500.13821723,-0.32308162,217.73765657,217.69358790,0.04406867,12.00000000
4.00000000,Deep,1,0,NWPR,0.00000000,0.08138740,1,1,4499.76971131,4500.18395585,-0.41424453,223.63359982,223.59157100,0.04202882,12.00000000
5.00000000,Deep,1,0,NWPR,0.00000000,0.26753943,1,1,4499.90053699,4500.22940952,-0.32887253,229.53107013,229.48961387,0.04145626,12.00000000
6.00000000,Deep,1,0,NWPR,0.00000000,0.15581804,1,1,4500.11803744,4500.27450850,-0.15647106,235.42566754,235.38771609,0.03795145,12.00000000
7.00000000,Deep,1,0,NWPR,0.00000000,0.14025383,1,1,4500.17207807,4500.31918397,-0.14710591,241.32524237,241.28587714,0.03936523,12.00000000
8.00000000,Deep,1,0,NWPR,0.00000000,0.20703214,1,1,4500.15025258,4500.36336832,-0.21311574,247.22587111,247.18409644,0.04177468,12.00000000
9.00000000,Deep,1,0,NWPR,0.00000000,0.15395163,1,1,4500.19886042,4500.40699525,-0.20813483,253.13173223,253.08237328,0.04935895,12.00000000
10.00000000,Deep,1,1,NWPR,9.29074048,0.11334186,1,1,4500.23514265,4500.45000000,-0.21485735,259.02787094,258.98070690,0.04716405,12.00000000
11.00000000,Deep,1,1,NWPR,9.29883643,0.11570215,1,1,4500.25815002,4500.49231952,-0.23416950,264.92620729,264.87909644,0.04711085,12.00000000
12.00000000,Deep,1,1,NWPR,9.31850989,0.29761781,1,1,4500.30858764,4500.53389263,-0.22530498,270.82243801,270.77754096,0.04489705,12.00000000
13.00000000,Deep,1,1,NWPR,9.30274779,0.05242524,1,1,4500.22459794,4500.57466020,-0.35006225,276.71929836,276.67603945,0.04325891,12.00000000
14.00000000,Deep,1,1,NWPR,9.10893380,0.08165773,1,1,4500.36600358,4500.61456530,-0.24856172,282.61835123,282.57459081,0.04376043,12.00000000
15.00000000,Deep,1,1,NWPR,8.86730467,0.25638717,1,1,4500.26169805,4500.65355339,-0.39185534,288.52453347,288.47319387,0.05133959,12.00000000
16.00000000,Deep,1,1,NWPR,8.44241347,0.21113362,1,1,4500.27723510,4500.69157241,-0.41433731,294.42041129,294.37184740,0.04856389,12.00000000
17.00000000,Deep,1,1,NWPR,7.85698936,0.18566166,1,1,4500.05044246,4500.72857298,-0.67813052,300.31604138,300.27055010,0.04549128,12.00000000
18.00000000,Deep,1,1,NWPR,7.92242062,0.52358627,1,1,4499.98092808,4500.76450850,-0.78358042,306.21263739,306.16930060,0.04333679,12.00000000
19.00000000,Deep,1,1,NWPR,8.13736391,0.43017250,1,1,4500.00821103,4500.79933528,-0.79112425,312.10904969,312.06809748,0.04095221,12.00000000
20.00000000,Deep,1,1,NWPR,7.89016699,0.32589094,1,1,4499.92849419,4500.83301270,-0.90451851,318.00493495,317.96693925,0.03799569,12.00000000
21.00000000,Deep,1,1,NWPR,7.19684289,0.19723208,1,1,4499.74486610,4500.86550326,-1.12063716,323.90232970,323.86582439,0.03650532,12.00000000
22.00000000,Deep,1,1,NWPR,7.31456626,0.11519695,1,1,4499.84087373,4500.89677273,-1.05589900,329.79997352,329.76475131,0.03522221,12.00000000
23.00000000,Deep,1,1,NWPR,7.13064287,0.23553522,1,1,4499.66074340,4500.92679021,-1.26604681,335.69947680,335.66371839,0.03575841,12.00000000
24.00000000,Deep,1,1,NWPR,7.69923201,0.41802897,1,1,4499.54859843,4500.95552826,-1.40692983,341.59707553,341.56272399,0.03435154,12.00000000
25.00000000,Deep,1,1,NWPR,8.61142116,0.01111076,1,1,4499.52011236,4500.98296291,-1.46285056,347.49631366,347.46176639,0.03454727,12.00000000
